instruction,response,output,prompt,history,summary,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
I sent in another tip regarding [DATE],What is the individual's name?,Is he now on the drillfield?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
The user informs the admin that they sent in another tip on a specific date. The admin asks if the person in question is currently on the drillfield. The user clarifies that they took a video of the person on their friend's phone at a different location. The admin thanks the user and mentions that it took a moment to load the video. The user explains that they didn't think much of it at first, but became suspicious when they saw the person doing the same thing in a different building. The admin thanks the user for the information and informs them that officers are in the area now. They also remind the user to report anything suspicious. 
 User: I sent in another tip regarding [DATE]
Dispatcher:",[],"The user informs the admin that they sent in another tip on a specific date. The admin asks if the person in question is currently on the drillfield. The user clarifies that they took a video of the person on their friend's phone at a different location. The admin thanks the user and mentions that it took a moment to load the video. The user explains that they didn't think much of it at first, but became suspicious when they saw the person doing the same thing in a different building. The admin thanks the user for the information and informs them that officers are in the area now. They also remind the user to report anything suspicious.",1,7,56.86,1,99,,7,28.57,85.71,57.14,42.86,28.57,14.29,14.29,0,0,0,0,14.29,14.29,0,0,14.29,0,0,0,0,14.29,0,14.29,0,0,0,0,14.29,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,14.29,14.29,0,0,0,0,0,0,0,28.57,0,0,0,0,0,28.57,0
He walked away from my door I don’t know where he went,Can you meet an officer at your location?,Okay. Can you give me a description please of the subject?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports to an admin that a random person followed them to their apartment. The admin asks for the user's location and the current location of the subject. The user reveals that they are in their apartment and the subject walked away. The admin asks for a description of the subject and the user describes them as a white person wearing a grey hoodie and smoking a cigarette. The admin asks if the subject arrived on foot or in a vehicle and offers to send an officer to speak with the user. The user agrees to speak with the officer and the admin sends one to their apartment. The user thanks the admin. 
 User: Hi yes some random dude just followed me up to my apartment.
Dispatcher: What is your location? 
 User: Where is the subject now?
Dispatcher: [PERSON] apartment ##G 
 User: He walked away from my door I don’t know where he went
Dispatcher:","[['Hi yes some random dude just followed me up to my apartment.', 'What is your location?'], ['Where is the subject now?', '[PERSON] apartment ##G']]",A user reports to an admin that a random person followed them to their apartment. The admin asks for the user's location and the current location of the subject. The user reveals that they are in their apartment and the subject walked away. The admin asks for a description of the subject and the user describes them as a white person wearing a grey hoodie and smoking a cigarette. The admin asks if the subject arrived on foot or in a vehicle and offers to send an officer to speak with the user. The user agrees to speak with the officer and the admin sends one to their apartment. The user thanks the admin.,1,12,2.87,6.61,99,,12,0,100,91.67,66.67,33.33,33.33,16.67,0,0,16.67,0,0,8.33,0,0,16.67,8.33,8.33,0,8.33,33.33,0,0,0,0,0,0,8.33,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,41.67,0,16.67,25,0,0,0,0,16.67,8.33,0,0,0,0,0,0,8.33,0,0,0,0,8.33,0,0
I would like to speak with the officers,Would you like them to meet you in your apartment or where you are?,"Okay, I am sending him to speak with you. They will arrive at your apartment shortly.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports to an admin that a random person followed them to their apartment. The admin asks for the user's location and the current location of the subject. The user reveals that they are in their apartment and the subject walked away. The admin asks for a description of the subject and the user describes them as a white person wearing a grey hoodie and smoking a cigarette. The admin asks if the subject arrived on foot or in a vehicle and offers to send an officer to speak with the user. The user agrees to speak with the officer and the admin sends one to their apartment. The user thanks the admin. 
 User: White. He was wearing a grey hoodie and with the hood up. He was smoking a cigarette or what appeared to be a cigarette
Dispatcher: I think he had jeans and boots on 
 User: Did he follow you on foot or did he pull up in a vehicle, and then get out and follow you to your apartment?
Dispatcher: I have an officer in the area - do you want them to come and speak with you? 
 User: Followed me on foot. He followed me all the way up to where my apartment is but I got inside before he got to me. He walked just past my door to the ledge that’s between my self and my neighbor and then he turned around and walked away
Dispatcher: I can probably give a better description of what happened 
 User: He had a hand in his pocket so idk if he had a weapon
Dispatcher: Okay - I just need to know if you personally want the officers to come speak with you or just patrol the area. 
 User: Yes
Dispatcher: Yes to both or which one? I need to let the officers know 
 User: I would like to speak with the officers
Dispatcher:","[['White. He was wearing a grey hoodie and with the hood up. He was smoking a cigarette or what appeared to be a cigarette', 'I think he had jeans and boots on'], ['Did he follow you on foot or did he pull up in a vehicle, and then get out and follow you to your apartment?', 'I have an officer in the area - do you want them to come and speak with you?'], ['Followed me on foot. He followed me all the way up to where my apartment is but I got inside before he got to me. He walked just past my door to the ledge that’s between my self and my neighbor and then he turned around and walked away', 'I can probably give a better description of what happened'], ['He had a hand in his pocket so idk if he had a weapon', 'Okay - I just need to know if you personally want the officers to come speak with you or just patrol the area.'], ['Yes', 'Yes to both or which one? I need to let the officers know']]",A user reports to an admin that a random person followed them to their apartment. The admin asks for the user's location and the current location of the subject. The user reveals that they are in their apartment and the subject walked away. The admin asks for a description of the subject and the user describes them as a white person wearing a grey hoodie and smoking a cigarette. The admin asks if the subject arrived on foot or in a vehicle and offers to send an officer to speak with the user. The user agrees to speak with the officer and the admin sends one to their apartment. The user thanks the admin.,1,8,99,40.06,1,99,8,12.5,100,87.5,75,12.5,12.5,12.5,0,0,0,0,0,12.5,12.5,0,37.5,12.5,0,0,0,37.5,0,0,12.5,0,0,12.5,25,0,25,0,0,25,0,0,0,0,25,25,0,25,25,0,0,0,0,0,25,12.5,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"It was # black men in casual dress, one had a beard. They were headed towards the central parking lot/ loitering around the sorority houses","#WHICH CONCRETE PARKING STRUCTURE DID YOU ENTER SECOND DORMS",Thank you. We will have officers check the area.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user was walking down sorority row at carpenter complex with their mom on speaker phone when they were approached by a group of men asking about sorority parties. The user's mom spoke to them and the men quickly left. The user made it safely to their dorm. The admin asked for a description of the men and their direction, and the user described them as # black men in casual dress, with one having a beard. The men were headed towards the central parking lot and loitering around the sorority houses. The admin thanked the user and said they would have officers check the area. The user thanked the admin and the admin wished them safety. The admin offered for the user to speak with officers, but the user declined as they had already provided all the information they knew. 
 User: I was on the phone with my mom walking down sorority row at carpenter complex when I was approached by # men asking if we threw sorority parties. My mom was on speaker phone and spoke to me and they hurried off after that I made it to my dorm safely.
Dispatcher: Can you provide a description of any of those men? Also which direction were they headed? 
 User: It was # black men in casual dress, one had a beard. They were headed towards the central parking lot/ loitering around the sorority houses
Dispatcher:","[['I was on the phone with my mom walking down sorority row at carpenter complex when I was approached by # men asking if we threw sorority parties. My mom was on speaker phone and spoke to me and they hurried off after that I made it to my dorm safely.', 'Can you provide a description of any of those men? Also which direction were they headed?']]","A user was walking down sorority row at carpenter complex with their mom on speaker phone when they were approached by a group of men asking about sorority parties. The user's mom spoke to them and the men quickly left. The user made it safely to their dorm. The admin asked for a description of the men and their direction, and the user described them as # black men in casual dress, with one having a beard. The men were headed towards the central parking lot and loitering around the sorority houses. The admin thanked the user and said they would have officers check the area. The user thanked the admin and the admin wished them safety. The admin offered for the user to speak with officers, but the user declined as they had already provided all the information they knew.",1,24,89.52,98.75,97.72,1,12,20.83,91.67,70.83,54.17,8.33,4.17,0,0,0,0,4.17,4.17,20.83,12.5,4.17,12.5,12.5,4.17,0,0,20.83,4.17,8.33,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,4.17,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,4.17,8.33,8.33,0,8.33,0,8.33,4.17,4.17,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,4.17,25,0,0,0,0,12.5,0,0,0,0,0,0,0,16.67,4.17,4.17,0,0,0,8.33,0
"Man (black jacket, beret type hat, curly hair, glasses, # ft tall in [DATE] and slightly ocerweight) at [NORP] walked in with an unmarked brown paper bag in an argumentative attitude. He talked to a cashier and demanded to speak to the highest authority there. Once the cashier left, the man got extremely fidgety and rushed out the building walking towards the squires parking lot. Along the way stopped into Gillies and [PERSON]'s where he did the same things again.",Can you give us a description of the person?,"we have blacksburg officers on the way to this call, would you like to speak to an officer? also do you know which direction he went","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A man with a black jacket, beret type hat, curly hair, glasses, and slightly overweight walked into a store in [LOC] with an unmarked brown paper bag and an argumentative attitude. He demanded to speak to the highest authority and became fidgety when the cashier left. He then left the store and walked towards a parking lot. He also stopped at another store and did the same thing. The admin contacted the police and asked if the user wanted to speak to an officer. The user did not know which direction the man went after leaving the second store. The admin thanked the user and informed them that officers were in the area. The user was glad to help. 
 User: Man (black jacket, beret type hat, curly hair, glasses, # ft tall in [DATE] and slightly ocerweight) at [NORP] walked in with an unmarked brown paper bag in an argumentative attitude. He talked to a cashier and demanded to speak to the highest authority there. Once the cashier left, the man got extremely fidgety and rushed out the building walking towards the squires parking lot. Along the way stopped into Gillies and [PERSON]'s where he did the same things again.
Dispatcher:",[],"A man with a black jacket, beret type hat, curly hair, glasses, and slightly overweight walked into a store in [LOC] with an unmarked brown paper bag and an argumentative attitude. He demanded to speak to the highest authority and became fidgety when the cashier left. He then left the store and walked towards a parking lot. He also stopped at another store and did the same thing. The admin contacted the police and asked if the user wanted to speak to an officer. The user did not know which direction the man went after leaving the second store. The admin thanked the user and informed them that officers were in the area. The user was glad to help.",1,80,98.2,69.2,71.5,2.86,20,25,73.75,57.5,45,3.75,2.5,0,0,0,2.5,0,1.25,15,12.5,1.25,15,1.25,6.25,5,0,7.5,6.25,3.75,2.5,0,0,2.5,2.5,0,2.5,0,0,0,0,1.25,1.25,0,2.5,0,2.5,2.5,0,2.5,1.25,1.25,0,0,10,3.75,0,0,1.25,0,3.75,6.25,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,1.25,18.75,0,2.5,13.75,2.5,0,0,6.25,6.25,0,0,0,0,0,0,0,23.75,5,6.25,0,0,1.25,11.25,0
She’s maybe in her forties or fifties. [ORG] looking. Tank top and shorts. [ORG] tied up in a bun,"Where exactly did you last see the person, I will be more specific. Near the front or back of the store?",Great thank you for the information. We will have officers check the area. If she leaves your store if you can let me know were she goes so I can update my officer.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports to an admin that there is an older woman sitting and muttering to herself at their workplace, [ORG], in the village. The user describes the woman as possibly in her forties or fifties, [ORG] looking, wearing a tank top and shorts with her hair tied up in a bun. The admin thanks the user for the information and says they will have officers check the area. The user agrees to let the admin know if the woman leaves the store and the admin offers to have the officers meet with the user if they are not too busy. The user agrees and the admin says they will inform the officers. 
 User: I work at [ORG] in the village and there is an older [NORP] woman that has been sitting muttering to herself (hasn't ordered anything) for the last # hours. She seems unstable
Dispatcher: Thank you for contacting [ORG]. Are you able to provide a better description of the person? 
 User: She’s maybe in her forties or fifties. [ORG] looking. Tank top and shorts. [ORG] tied up in a bun
Dispatcher:","[[""I work at [ORG] in the village and there is an older [NORP] woman that has been sitting muttering to herself (hasn't ordered anything) for the last # hours. She seems unstable"", 'Thank you for contacting [ORG]. Are you able to provide a better description of the person?']]","A user reports to an admin that there is an older woman sitting and muttering to herself at their workplace, [ORG], in the village. The user describes the woman as possibly in her forties or fifties, [ORG] looking, wearing a tank top and shorts with her hair tied up in a bun. The admin thanks the user for the information and says they will have officers check the area. The user agrees to let the admin know if the woman leaves the store and the admin offers to have the officers meet with the user if they are not too busy. The user agrees and the admin says they will inform the officers.",1,19,67.62,70.59,33.61,,4.75,15.79,73.68,63.16,52.63,10.53,10.53,0,0,0,10.53,0,0,15.79,5.26,5.26,15.79,5.26,5.26,10.53,0,10.53,5.26,5.26,0,0,0,0,10.53,0,10.53,0,0,0,10.53,0,5.26,0,0,0,0,0,0,0,0,0,0,0,10.53,0,0,0,0,0,0,10.53,0,0,10.53,0,0,0,0,0,10.53,0,0,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.32,0,0,21.05,5.26,0,0,0,0,5.26,0,0,0,0,0,0,42.11,15.79,0,0,0,5.26,21.05,0
"Someone is attempting to get into [GPE]. Asked me if I could let him in, I don't live in [GPE]. Middle entrance on the side with parking, was there at #:## p.m.",[ACR]?,[ACRONYM] [ACRONYM] H[ACRONYM] DESCRIPTION?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports that someone is trying to enter a location they do not live in and asks if they should let them in. The person was seen at a specific time and location, wearing dark clothing and carrying a book bag. The admin asks for more details about the book bag and reminds the user to be cautious. The user clarifies that the person was carrying a normal backpack and the admin thanks them for the information. 
 User: Someone is attempting to get into [GPE]. Asked me if I could let him in, I don't live in [GPE]. Middle entrance on the side with parking, was there at #:## p.m.
Dispatcher:",[],"A user reports that someone is trying to enter a location they do not live in and asks if they should let them in. The person was seen at a specific time and location, wearing dark clothing and carrying a book bag. The admin asks for more details about the book bag and reminds the user to be cautious. The user clarifies that the person was carrying a normal backpack and the admin thanks them for the information.",1,32,62.1,4.83,99,,10.67,12.5,81.25,75,59.38,15.63,12.5,9.38,0,0,3.13,0,3.13,3.13,3.13,0,21.88,12.5,3.13,3.13,3.13,25,3.13,0,0,0,0,0,9.38,0,9.38,0,0,3.13,6.25,0,3.13,0,0,0,0,0,0,0,0,0,0,0,9.38,3.13,0,0,0,0,3.13,6.25,0,0,0,3.13,0,0,0,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,6.25,25,0,0,25,0,0,0,0,6.25,6.25,0,0,0,0,0,0,46.88,12.5,6.25,0,0,3.13,25,0
skateboarders [MEDIAHANDLE] Drescher apts,[ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM]?,[ACRONYM] [ACRONYM] PLE[ACRONYM]E PROVIDE FUR[ACRONYM]R DETAILS [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] SK[ACRONYM]EBOARDERS. [ORG] LOC[ACRONYM]ION [ACRONYM] [ACRONYM] DRESCHER [ACRONYM]. WH[ACRONYM] [ACRONYM]Y [ACRONYM] [ACRONYM].,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports to an admin that there are skateboarders at Drescher apartments. The admin asks for more details and the user clarifies that the skateboarders are on the main walking path between the apartments. The admin thanks the user for the update and informs them that an officer is currently investigating the situation. 
 User: skateboarders [MEDIAHANDLE] Drescher apts
Dispatcher:",[],A user reports to an admin that there are skateboarders at Drescher apartments. The admin asks for more details and the user clarifies that the skateboarders are on the main walking path between the apartments. The admin thanks the user for the update and informs them that an officer is currently investigating the situation.,1,4,,,,,4,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,50,0
Test test test,GOOD EVENING,got it,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
The user sends a message saying ""Test test test"" and the admin responds with ""got it"". The user then says ""Thanks"" and the admin replies with ""got it"" two more times. 
 User: Test test test
Dispatcher:",[],"The user sends a message saying ""Test test test"" and the admin responds with ""got it"". The user then says ""Thanks"" and the admin replies with ""got it"" two more times.",1,3,,,,,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
person sitting on top of signage and smoking cigarette,"#th a blue coat",Hello! Thank you for using LiveSafe! Can you give me a more detailed location?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user is sitting on top of a sign and smoking a cigarette. The admin from LiveSafe greets them and asks for a more specific location. The user responds that they are outside in the courtyard on the side and heading towards a stocker. The admin thanks them and informs them that someone is on their way. 
 User: person sitting on top of signage and smoking cigarette
Dispatcher:",[],A user is sitting on top of a sign and smoking a cigarette. The admin from LiveSafe greets them and asks for a more specific location. The user responds that they are outside in the courtyard on the side and heading towards a stocker. The admin thanks them and informs them that someone is on their way.,1,9,98.16,92.24,77.17,,9,44.44,77.78,55.56,33.33,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,11.11,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
He’s always pretending like he’s “lost” to solicit information and contact of females who walk alone,Where are you right now?,Hello I am [PERSON] at [ORG]. What type of complexion are you referring to when stating male [NORP]?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports a suspicious male of a certain nationality, who is often seen wearing a track suit and red Beat headphones, approaching girls who are alone at night near a specific location and asking for their contact information. The user has personally encountered this individual in the past and has witnessed him doing the same to other girls. The user also mentions seeing the individual near a specific organization and the dining hall. The user provides a description of the individual's appearance and behavior and expresses discomfort with his presence. An administrator from the organization responds and asks for more details, including the individual's complexion and the color of his track suit. The user provides more information and the administrator assures them that they will send someone to investigate. The user also mentions the individual's location near a gate and the administrator offers to have a meeting with a police officer. The user expresses gratitude and requests to remain anonymous. The administrator agrees and assures the user that they will still respond to investigate the situation. The user expresses discomfort with the individual's behavior and presence in the area. 
 User: There's an [NORP] male, who's probably in his [DATE], [PERSON] and often wears a track suit. Wears a red Beat headphone. He's always approaching girls who are alone at night asking them for direction and getting their contact info. I've seen him do this to multiple girls near the [LOC] and by [ORG]. I don't think he goes to [ORG]. He approached me way back in [DATE]. And I saw him doing [DATE] and [DATE].
Dispatcher: The last time I saw him, which was ## minutes ago, he was outside by the gate opening by the [ORG] dining hall. 
 User: He’s always pretending like he’s “lost” to solicit information and contact of females who walk alone
Dispatcher:","[[""There's an [NORP] male, who's probably in his [DATE], [PERSON] and often wears a track suit. Wears a red Beat headphone. He's always approaching girls who are alone at night asking them for direction and getting their contact info. I've seen him do this to multiple girls near the [LOC] and by [ORG]. I don't think he goes to [ORG]. He approached me way back in [DATE]. And I saw him doing [DATE] and [DATE]."", 'The last time I saw him, which was ## minutes ago, he was outside by the gate opening by the [ORG] dining hall.']]","A user reports a suspicious male of a certain nationality, who is often seen wearing a track suit and red Beat headphones, approaching girls who are alone at night near a specific location and asking for their contact information. The user has personally encountered this individual in the past and has witnessed him doing the same to other girls. The user also mentions seeing the individual near a specific organization and the dining hall. The user provides a description of the individual's appearance and behavior and expresses discomfort with his presence. An administrator from the organization responds and asks for more details, including the individual's complexion and the color of his track suit. The user provides more information and the administrator assures them that they will send someone to investigate. The user also mentions the individual's location near a gate and the administrator offers to have a meeting with a police officer. The user expresses gratitude and requests to remain anonymous. The administrator agrees and assures the user that they will still respond to investigate the situation. The user expresses discomfort with the individual's behavior and presence in the area.",1,16,13.27,99,1.63,1,16,31.25,93.75,75,56.25,18.75,18.75,0,0,0,12.5,0,0,0,0,0,18.75,12.5,12.5,6.25,0,31.25,12.5,0,0,0,0,0,18.75,6.25,12.5,6.25,0,0,0,0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,37.5,6.25,0,0,0,0,0,25,0,0,6.25,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,6.25,0,0,0,0,6.25,6.25,18.75,0,0,0,0,0,0,25,0,0,0,0,12.5,12.5,0
"Two people wearing strange masks are hanging around the entrance to Vance [PERSON], making noises and approaching people who pass by. I was extremely frightened as I passed them and feared for my safety.",(###) ###-####,"[ACRONYM], I will send someone over.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.

A user reports seeing two people wearing masks and making noises near the entrance to Vance [PERSON]. They felt scared and worried for their safety. The admin assures them that they will send someone to address the situation. Later, the admin confirms that the individuals were located and warned to stop. The user expresses gratitude and the admin wishes them a good night. 
 User: Two people wearing strange masks are hanging around the entrance to Vance [PERSON], making noises and approaching people who pass by. I was extremely frightened as I passed them and feared for my safety.
Dispatcher:",[],"A user reports seeing two people wearing masks and making noises near the entrance to Vance [PERSON]. They felt scared and worried for their safety. The admin assures them that they will send someone to address the situation. Later, the admin confirms that the individuals were located and warned to stop. The user expresses gratitude and the admin wishes them a good night.",1,34,46.7,40.06,93.5,1,17,20.59,94.12,67.65,50,14.71,14.71,8.82,0,0,0,2.94,0,8.82,2.94,2.94,14.71,5.88,5.88,8.82,0,20.59,2.94,2.94,0,0,0,0,5.88,0,5.88,0,2.94,0,0,2.94,0,0,11.76,2.94,8.82,5.88,0,5.88,5.88,0,0,0,8.82,0,0,0,0,0,0,8.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,2.94,8.82,20.59,0,8.82,8.82,0,2.94,0,0,5.88,2.94,2.94,0,0,0,0,0,14.71,5.88,2.94,0,0,0,5.88,0
Two males smoking marijuana at [LOC] off the [GPE] lane side- brown/gold [ORG] [ACRONYM] [ACRONYM] plate. They jumped in the car and peeled out when they saw us.,Thank you for contacting [ORG]. Which direction did they go?,Which direction were they headed when they left?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.

A user reports seeing two males smoking marijuana at a location off a lane in an unspecified place. They also mention a brown/gold car with two acronyms on the license plate. The males quickly left in the car when they saw the user. The admin asks which direction they went, but the user is unsure. The admin thanks the user and informs them that officers have been notified. 
 User: Two males smoking marijuana at [LOC] off the [GPE] lane side- brown/gold [ORG] [ACRONYM] [ACRONYM] plate. They jumped in the car and peeled out when they saw us.
Dispatcher:",[],"A user reports seeing two males smoking marijuana at a location off a lane in an unspecified place. They also mention a brown/gold car with two acronyms on the license plate. The males quickly left in the car when they saw the user. The admin asks which direction they went, but the user is unsure. The admin thanks the user and informs them that officers have been notified.",1,29,89.52,99,43.66,,14.5,13.79,68.97,51.72,41.38,10.34,10.34,0,3.45,0,0,6.9,0,10.34,6.9,3.45,13.79,0,3.45,6.9,0,6.9,3.45,3.45,3.45,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.79,0,0,0,0,0,0,13.79,0,0,0,3.45,3.45,0,0,3.45,3.45,0,0,3.45,0,0,3.45,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,3.45,20.69,0,3.45,10.34,6.9,0,0,3.45,6.9,0,0,0,0,0,0,0,48.28,6.9,0,0,0,0,41.38,0
