instruction,response,output,prompt,history,summary,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
No no,Julia are you breathing?,"ok, just take some deep breaths to slow down your breathing","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports experiencing chills and difficulty breathing to an admin. The admin asks for the user's location and name, and the user responds with ""Little Run Lodge"" and the privacy token ""[PERSON]."" The admin, now addressing the user as Julia, asks for her room number and offers to call an ambulance. Julia declines and the admin says they will send an officer to her location. Julia thanks them and the admin informs her that Officer [PERSON] is on the way. The admin asks if Julia is diabetic or has an inhaler, to which she responds no. The admin advises her to take deep breaths and asks if this has happened before. Julia reveals she has been diagnosed with panic disorder and this has happened before. The admin reassures her that Officer [PERSON] has arrived at the building and advises her to continue taking slow breaths. Julia expresses fear and the admin reassures her that they and Officer [PERSON] are with her. The admin asks if Julia has taken any medication, to which she responds no. The admin informs her that Officer [PERSON] is on the way and asks if she is still dizzy. Julia confirms she is in her room and the admin reassures her that Officer [PERSON] knows and asks if she is still dizzy. The admin continues to check on Julia's well-being and informs her that officers are at the location. 
 User: what is your location and name?
Dispatcher: Little Run Lodge 
 User: My name is [PERSON]
Dispatcher: Julia what room number and would you like a ambulance? 
 User: ###B
Dispatcher: Julia I will send a officer to your location 
 User: Thank you
Dispatcher: Officer [PERSON] is on his way 
 User: Julia are you diabetic?
Dispatcher: Julia do you have a inhaler? 
 User: No no
Dispatcher:","[['what is your location and name?', 'Little Run Lodge'], ['My name is [PERSON]', 'Julia what room number and would you like a ambulance?'], ['###B', 'Julia I will send a officer to your location'], ['Thank you', 'Officer [PERSON] is on his way'], ['Julia are you diabetic?', 'Julia do you have a inhaler?']]","A user reports experiencing chills and difficulty breathing to an admin. The admin asks for the user's location and name, and the user responds with ""Little Run Lodge"" and the privacy token ""[PERSON]."" The admin, now addressing the user as Julia, asks for her room number and offers to call an ambulance. Julia declines and the admin says they will send an officer to her location. Julia thanks them and the admin informs her that Officer [PERSON] is on the way. The admin asks if Julia is diabetic or has an inhaler, to which she responds no. The admin advises her to take deep breaths and asks if this has happened before. Julia reveals she has been diagnosed with panic disorder and this has happened before. The admin reassures her that Officer [PERSON] has arrived at the building and advises her to continue taking slow breaths. Julia expresses fear and the admin reassures her that they and Officer [PERSON] are with her. The admin asks if Julia has taken any medication, to which she responds no. The admin informs her that Officer [PERSON] is on the way and asks if she is still dizzy. Julia confirms she is in her room and the admin reassures her that Officer [PERSON] knows and asks if she is still dizzy. The admin continues to check on Julia's well-being and informs her that officers are at the location.",1,4,1,99,,,4,25,75,50,50,25,25,0,0,25,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,25,0,0,0,0
No,ok ill be right there,ok officer [PERSON] is in the elevator,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports experiencing chills and difficulty breathing to an admin. The admin asks for the user's location and name, and the user responds with ""Little Run Lodge"" and the privacy token ""[PERSON]."" The admin, now addressing the user as Julia, asks for her room number and offers to call an ambulance. Julia declines and the admin says they will send an officer to her location. Julia thanks them and the admin informs her that Officer [PERSON] is on the way. The admin asks if Julia is diabetic or has an inhaler, to which she responds no. The admin advises her to take deep breaths and asks if this has happened before. Julia reveals she has been diagnosed with panic disorder and this has happened before. The admin reassures her that Officer [PERSON] has arrived at the building and advises her to continue taking slow breaths. Julia expresses fear and the admin reassures her that they and Officer [PERSON] are with her. The admin asks if Julia has taken any medication, to which she responds no. The admin informs her that Officer [PERSON] is on the way and asks if she is still dizzy. Julia confirms she is in her room and the admin reassures her that Officer [PERSON] knows and asks if she is still dizzy. The admin continues to check on Julia's well-being and informs her that officers are at the location. 
 User: has this happened before?
Dispatcher: I just got diagnosed with panic disorder 
 User: Yes it has
Dispatcher: ok Officer [PERSON] just arrived to the building 
 User: I feel dizzy
Dispatcher: julia just take some slow breathes 
 User: I[ORG] so scared
Dispatcher: Julia Im with you and officer [PERSON] and officer [PERSON] will be right there i promise 
 User: Julia I want you to continue to breathe slowly
Dispatcher: [GPE] did you take any medication? 
 User: No
Dispatcher:","[['has this happened before?', 'I just got diagnosed with panic disorder'], ['Yes it has', 'ok Officer [PERSON] just arrived to the building'], ['I feel dizzy', 'julia just take some slow breathes'], ['I[ORG] so scared', 'Julia Im with you and officer [PERSON] and officer [PERSON] will be right there i promise'], ['Julia I want you to continue to breathe slowly', '[GPE] did you take any medication?']]","A user reports experiencing chills and difficulty breathing to an admin. The admin asks for the user's location and name, and the user responds with ""Little Run Lodge"" and the privacy token ""[PERSON]."" The admin, now addressing the user as Julia, asks for her room number and offers to call an ambulance. Julia declines and the admin says they will send an officer to her location. Julia thanks them and the admin informs her that Officer [PERSON] is on the way. The admin asks if Julia is diabetic or has an inhaler, to which she responds no. The admin advises her to take deep breaths and asks if this has happened before. Julia reveals she has been diagnosed with panic disorder and this has happened before. The admin reassures her that Officer [PERSON] has arrived at the building and advises her to continue taking slow breaths. Julia expresses fear and the admin reassures her that they and Officer [PERSON] are with her. The admin asks if Julia has taken any medication, to which she responds no. The admin informs her that Officer [PERSON] is on the way and asks if she is still dizzy. Julia confirms she is in her room and the admin reassures her that Officer [PERSON] knows and asks if she is still dizzy. The admin continues to check on Julia's well-being and informs her that officers are at the location.",1,5,1,1,99,,5,0,100,80,60,20,20,20,0,0,0,0,0,0,0,0,0,40,20,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,0,20,0,0,0,0,0,0,20,20,0,20,0,0,0,0,0,0,0,0,0,0
water running from the ground in front of ### [FAC]. possible water main issues.,THANK YOU FOR NOTIFYING US. WE[ORG] GOING TO NOTIFY [GPE] DEPARTMENT.,Thank you for the information. We will notify [GPE].,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports to an admin that there is water running from the ground in front of a facility, possibly indicating water main issues. The admin thanks the user for the information and says they will notify the appropriate party. The user thanks the admin and wishes them a good evening, to which the admin responds with a similar sentiment. 
 User: water running from the ground in front of ### [FAC]. possible water main issues.
Dispatcher:",[],"A user reports to an admin that there is water running from the ground in front of a facility, possibly indicating water main issues. The admin thanks the user for the information and says they will notify the appropriate party. The user thanks the admin and wishes them a good evening, to which the admin responds with a similar sentiment.",1,12,73.36,99,,99,6,16.67,75,58.33,41.67,25,25,0,16.67,8.33,0,0,0,0,0,0,16.67,0,0,0,0,25,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,33.33,8.33,8.33,8.33,0,0,8.33,25,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,50,16.67,0,0,0,0,33.33,0
Active shooter suspected in epic,Can you meet with police somewhere safe?,someone is enrt,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports an active shooter suspected in an unknown location. The admin confirms that someone is entering the area and advises the user to stay safe. The user asks to be notified when the person arrives and the admin informs them that the police are sweeping all buildings on campus. The user asks for updates on the police's location and the admin says they are covering the campus as quickly and safely as possible. The user asks if the police have checked the building they are in and the admin confirms that an officer has checked it. The user asks if the officer has checked every classroom and the admin says they are still sweeping all buildings. The user informs the admin that they are in a classroom and waiting for an officer to declare it safe. The admin advises the user to follow emergency alerts and updates for clearance. The user asks if the building has been deemed safe and the admin says there have been no reports of any incidents in the building and that officers are still checking all buildings on campus. 
 User: Active shooter suspected in epic
Dispatcher:",[],A user reports an active shooter suspected in an unknown location. The admin confirms that someone is entering the area and advises the user to stay safe. The user asks to be notified when the person arrives and the admin informs them that the police are sweeping all buildings on campus. The user asks for updates on the police's location and the admin says they are covering the campus as quickly and safely as possible. The user asks if the police have checked the building they are in and the admin confirms that an officer has checked it. The user asks if the officer has checked every classroom and the admin says they are still sweeping all buildings. The user informs the admin that they are in a classroom and waiting for an officer to declare it safe. The admin advises the user to follow emergency alerts and updates for clearance. The user asks if the building has been deemed safe and the admin says there have been no reports of any incidents in the building and that officers are still checking all buildings on campus.,1,7,18.12,99,1,99,7,14.29,100,85.71,57.14,14.29,14.29,0,0,14.29,0,0,0,0,0,0,14.29,14.29,14.29,0,0,28.57,14.29,0,14.29,0,0,14.29,28.57,0,28.57,0,0,14.29,14.29,0,0,0,28.57,28.57,0,0,0,0,0,0,0,0,28.57,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,28.57,14.29,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0
Has epic been deemed safe????,Yesss,we have had no reports of anything occurring in epic. officers continue to check all the buildings on campus,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports an active shooter suspected in an unknown location. The admin confirms that someone is entering the area and advises the user to stay safe. The user asks to be notified when the person arrives and the admin informs them that the police are sweeping all buildings on campus. The user asks for updates on the police's location and the admin says they are covering the campus as quickly and safely as possible. The user asks if the police have checked the building they are in and the admin confirms that an officer has checked it. The user asks if the officer has checked every classroom and the admin says they are still sweeping all buildings. The user informs the admin that they are in a classroom and waiting for an officer to declare it safe. The admin advises the user to follow emergency alerts and updates for clearance. The user asks if the building has been deemed safe and the admin says there have been no reports of any incidents in the building and that officers are still checking all buildings on campus. 
 User: Officers are still sweeping buildings
Dispatcher: Are there any in epic 
 User: An officer has checked Epic
Dispatcher: Has he come to every classroom? 
 User: I'm in a classroom in epic
Dispatcher: We are waiting for an officer to tell us it's safe 
 User: We are in [GPE]
Dispatcher: Ok, it's going to be a long process but officers are sweeping all buildings 
 User: Will they come into every room and tell us it's safe??
Dispatcher: WATCH [ACRONYM] [ACRONYM] ALERTS, [ACRONYM] UPDATES [ACRONYM] [ACRONYM] [ACRONYM] CLEAR 
 User: Has epic been deemed safe????
Dispatcher:","[['Officers are still sweeping buildings', 'Are there any in epic'], ['An officer has checked Epic', 'Has he come to every classroom?'], [""I'm in a classroom in epic"", ""We are waiting for an officer to tell us it's safe""], ['We are in [GPE]', ""Ok, it's going to be a long process but officers are sweeping all buildings""], [""Will they come into every room and tell us it's safe??"", 'WATCH [ACRONYM] [ACRONYM] ALERTS, [ACRONYM] UPDATES [ACRONYM] [ACRONYM] [ACRONYM] CLEAR']]",A user reports an active shooter suspected in an unknown location. The admin confirms that someone is entering the area and advises the user to stay safe. The user asks to be notified when the person arrives and the admin informs them that the police are sweeping all buildings on campus. The user asks for updates on the police's location and the admin says they are covering the campus as quickly and safely as possible. The user asks if the police have checked the building they are in and the admin confirms that an officer has checked it. The user asks if the officer has checked every classroom and the admin says they are still sweeping all buildings. The user informs the admin that they are in a classroom and waiting for an officer to declare it safe. The admin advises the user to follow emergency alerts and updates for clearance. The user asks if the building has been deemed safe and the admin says there have been no reports of any incidents in the building and that officers are still checking all buildings on campus.,1,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hi, my case number is ##-####. Is my police report ready for pickup?",Wanted: Last known location of missing person,"Hi Daphney,","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.

A user contacts an admin to inquire about the status of their police report, providing a case number. The admin responds by addressing the user as ""Daphney"" and informing them that reports are released directly from the records department. The admin also provides the department's contact information and asks if there is anything else they can assist with. The user apologizes for causing alarm with their previous message and clarifies that they did not know the app was strictly for emergencies. The admin reassures the user that the app is not only for emergencies and wishes them a good weekend. The user thanks the admin and reciprocates the well wishes. 
 User: Hi, my case number is ##-####. Is my police report ready for pickup?
Dispatcher:",[],"A user contacts an admin to inquire about the status of their police report, providing a case number. The admin responds by addressing the user as ""Daphney"" and informing them that reports are released directly from the records department. The admin also provides the department's contact information and asks if there is anything else they can assist with. The user apologizes for causing alarm with their previous message and clarifies that they did not know the app was strictly for emergencies. The admin reassures the user that the app is not only for emergencies and wishes them a good weekend. The user thanks the admin and reciprocates the well wishes.",1,7,99,97.11,97.09,,7,28.57,85.71,42.86,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,28.57,0,0,0,0,0,0,28.57,0,28.57,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,14.29,28.57,0,0,0,0,0,0,0,14.29,0,0,0,0,0,14.29,0
Two girls one was wearing a beige cover up wearing apple headphones did not clearly see the other,What race were they?,Can you tell me their ethnicity?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports witnessing a fight in a location and mentions that the individuals involved headed towards a building. The admin asks for a description of the individuals and the user provides details about two girls, one wearing a beige cover up and apple headphones. The admin asks for their ethnicity and the user confirms that one of them was a white female. The admin thanks the user for the tip and informs them that officers are in the area looking for the individuals. The admin expresses gratitude for the user's help and thanks them for using LiveSafe. 
 User: Just witnessed a fight in [GPE] on bottom floor, they headed towards [ORG] building
Dispatcher: Can you give me a description of those involved? 
 User: Two girls one was wearing a beige cover up wearing apple headphones did not clearly see the other
Dispatcher:","[['Just witnessed a fight in [GPE] on bottom floor, they headed towards [ORG] building', 'Can you give me a description of those involved?']]","A user reports witnessing a fight in a location and mentions that the individuals involved headed towards a building. The admin asks for a description of the individuals and the user provides details about two girls, one wearing a beige cover up and apple headphones. The admin asks for their ethnicity and the user confirms that one of them was a white female. The admin thanks the user for the tip and informs them that officers are in the area looking for the individuals. The admin expresses gratitude for the user's help and thanks them for using LiveSafe.",1,4,1,99,,,4,0,75,75,75,50,25,0,0,0,0,25,25,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0
Textbook buyers trespassing on campus in the education building,SECOND FLOOR OR FIRST FLOOR?,Thanks for the tip. Can you tell me which floor this gentleman is located on?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports that textbook buyers are trespassing in the education building on campus. The admin asks for the location of the person and the user responds that they are on the second floor, but then corrects themselves and says the first floor. The admin thanks the user and says they will send an officer to the location. The user then updates that the person is headed towards the exit closest to the library. The admin thanks the user again and says that officers have been made aware. The user thanks the admin. 
 User: Textbook buyers trespassing on campus in the education building
Dispatcher:",[],"A user reports that textbook buyers are trespassing in the education building on campus. The admin asks for the location of the person and the user responds that they are on the second floor, but then corrects themselves and says the first floor. The admin thanks the user and says they will send an officer to the location. The user then updates that the person is headed towards the exit closest to the library. The admin thanks the user again and says that officers have been made aware. The user thanks the admin.",1,5,39.7,1,99,,5,0,100,60,60,0,0,0,0,0,0,0,0,40,0,40,0,0,0,20,0,0,20,40,0,0,0,0,20,0,20,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0
No description. It was all behind the door. I was leaving my friends apartment and heard it on the other side of the door,Okay what is your name and what is your student id number so we can look up the information on who lived in that room?,what room?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports hearing someone in building # at the ridge making threats to stab and mace someone. They are unsure if it was serious and heard it from the hallway on the top floor. The admin asks for a description of the person, but the user did not see anyone and only heard it from behind a closed door. The user believes the room number was ###. The admin thanks the user and says they will inform an officer. 
 User: Heard someone at the ridge in building # talking to someone threatening to stab them and mace them saying that they should be ready. Unsure whether or not it was serious. I was walking in the hallway and I heard it on the other side of the door. Room was on the top floor.
Dispatcher: thank you for the message, did you happen to see the person and have a description? 
 User: No description. It was all behind the door. I was leaving my friends apartment and heard it on the other side of the door
Dispatcher:","[['Heard someone at the ridge in building # talking to someone threatening to stab them and mace them saying that they should be ready. Unsure whether or not it was serious. I was walking in the hallway and I heard it on the other side of the door. Room was on the top floor.', 'thank you for the message, did you happen to see the person and have a description?']]","A user reports hearing someone in building # at the ridge making threats to stab and mace someone. They are unsure if it was serious and heard it from the hallway on the top floor. The admin asks for a description of the person, but the user did not see anyone and only heard it from behind a closed door. The user believes the room number was ###. The admin thanks the user and says they will inform an officer.",1,25,1.9,99,13.33,,25,8,100,80,68,32,20,4,4,8,0,0,12,16,4,0,12,16,4,8,0,24,4,4,4,4,0,0,12,0,12,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,8,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,20,8,0,12,8,0,0,0,4,12,0,4,0,4,0,0,4,0,0,4,0,0,0,0
Plz send officer to quite them down [ACRONYM],Please contact [ACRONYM] directly at ###-###-####. We only handle police related issues through this system.,Officers responded... We'll resend them out to investigate.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user contacts [ORG] to report loud music and shouting coming from a fraternity house across the street. The admin assures the user that officers will be sent to investigate. The user reports that the noise is still loud and asks for an update. The admin apologizes for the delay and explains that officers are handling an emergency call. The user asks if an officer is available and reports that the noise is getting louder. The user requests for an officer to be sent to quiet down the noise. The admin informs the user that officers have responded and will be sent out again to investigate. The user thanks the admin and clarifies that the noise is coming from a house across the street from [ORG]. The admin acknowledges this and informs the officers. 
 User: I'm living in [ORG]. A fraternity house across of the street are playing super loud music, and these people are shouting. I cannot sleep with their super loud noise.
Dispatcher: Thank you for contacting [ORG]. We'll send officers to investigate. 
 User: They are still super noisy
Dispatcher: Thank you for letting us know, we will update the officers regarding this incident. 
 User: Ok
Dispatcher: As I didn’t find any officer come to check tho 
 User: Sorry for the delay.... Officers are handling an emergency call. They will handle your request as they become available.
Dispatcher: Cool 
 User: Any officer available now?
Dispatcher: The people across the street are getting even louder now 
 User: Plz send officer to quite them down [ACRONYM]
Dispatcher:","[[""I'm living in [ORG]. A fraternity house across of the street are playing super loud music, and these people are shouting. I cannot sleep with their super loud noise."", ""Thank you for contacting [ORG]. We'll send officers to investigate.""], ['They are still super noisy', 'Thank you for letting us know, we will update the officers regarding this incident.'], ['Ok', 'As I didn’t find any officer come to check tho'], ['Sorry for the delay.... Officers are handling an emergency call. They will handle your request as they become available.', 'Cool'], ['Any officer available now?', 'The people across the street are getting even louder now']]",A user contacts [ORG] to report loud music and shouting coming from a fraternity house across the street. The admin assures the user that officers will be sent to investigate. The user reports that the noise is still loud and asks for an update. The admin apologizes for the delay and explains that officers are handling an emergency call. The user asks if an officer is available and reports that the noise is getting louder. The user requests for an officer to be sent to quiet down the noise. The admin informs the user that officers have responded and will be sent out again to investigate. The user thanks the admin and clarifies that the noise is coming from a house across the street from [ORG]. The admin acknowledges this and informs the officers.,1,14,76.24,97.11,2.36,,7,35.71,57.14,35.71,35.71,14.29,7.14,0,7.14,0,0,0,7.14,7.14,0,0,14.29,0,7.14,0,0,0,7.14,0,14.29,7.14,0,7.14,7.14,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,7.14,7.14,7.14,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.29,14.29,0,0,0,0,100,0
Sure. May I do it on Friday after #pm?,Anytime... We are always open... Even on weekends,Anytime... We never close [FAC].,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports to an admin that their bike wheel was stolen in their apartment in [GPE] St. They request for extra patrol in the area and the admin advises them to make a report with [ORG]. The user asks if they can send the report by email, but the admin informs them that reports must be filed in person at the [ORG] station. The user agrees to do so on Friday after #pm because they have an exam before that time. The admin assures them that the station is open at all times and the user thanks them. The admin responds with ""You're welcome and [ORG] ✌️!!!"" 
 User: I am living in [GPE] St. This morning I found my bike wheel is stolen. I locked my bike inside of the apartment. Please add extra patrol in this area.
Dispatcher: Thank you for using LiveSafe. Please make a report with [ORG]. Are you able to stop by at the [ORG] station to file a report with the officer behind the counter? 
 User: May I send it by email?
Dispatcher: Reports need to be filed in person. 
 User: Sure. May I do it on Friday after #pm?
Dispatcher:","[['I am living in [GPE] St. This morning I found my bike wheel is stolen. I locked my bike inside of the apartment. Please add extra patrol in this area.', 'Thank you for using LiveSafe. Please make a report with [ORG]. Are you able to stop by at the [ORG] station to file a report with the officer behind the counter?'], ['May I send it by email?', 'Reports need to be filed in person.']]","A user reports to an admin that their bike wheel was stolen in their apartment in [GPE] St. They request for extra patrol in the area and the admin advises them to make a report with [ORG]. The user asks if they can send the report by email, but the admin informs them that reports must be filed in person at the [ORG] station. The user agrees to do so on Friday after #pm because they have an exam before that time. The admin assures them that the station is open at all times and the user thanks them. The admin responds with ""You're welcome and [ORG] ✌️ !!!""",1,8,5.64,99,99,,2.67,25,100,75,62.5,12.5,12.5,0,12.5,0,0,0,0,0,0,0,12.5,12.5,25,0,0,25,12.5,0,12.5,12.5,0,0,25,12.5,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,12.5,0,0,0,37.5,0,12.5,0,0,0,0,0,0,75,75,0,0,0,0,0,0
I need a jump. I'm in a white [ORG] Titan in the lot by the ### [ORG] building,Did you check your battery,Received Nat. Will send help.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user requests assistance for a jump for their white [ORG] Titan in a parking lot near the [ORG] building. The admin confirms receipt of the request and asks the user to open their hood and stand by the vehicle. The user thanks the admin and the admin responds that they are always available for students. The user asks for an estimated arrival time and the admin explains that an officer will be there as soon as possible. The admin reassures the user that the officer is on the way and should arrive shortly. The user expresses gratitude and the admin responds that it is their pleasure to serve and they are always available for assistance. The admin signs off with regards. 
 User: I need a jump. I'm in a white [ORG] Titan in the lot by the ### [ORG] building
Dispatcher:",[],A user requests assistance for a jump for their white [ORG] Titan in a parking lot near the [ORG] building. The admin confirms receipt of the request and asks the user to open their hood and stand by the vehicle. The user thanks the admin and the admin responds that they are always available for students. The user asks for an estimated arrival time and the admin explains that an officer will be there as soon as possible. The admin reassures the user that the officer is on the way and should arrive shortly. The user expresses gratitude and the admin responds that it is their pleasure to serve and they are always available for assistance. The admin signs off with regards.,1,5,1,99,,,5,20,80,60,60,40,40,0,0,40,0,0,0,20,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
