instruction,response,output,prompt,history,summary,his_len,type
female was seen disputing with boyfriend about ## minutes ago,"male, 20-30 years old
",Thank you for the update. We will notify [ORG].,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: female was seen disputing with boyfriend about ## minutes ago
Dispatcher:",[],,3,HarassmentAbuse
I will call once I am out of class at #:##pm today.,"Thank you for your help.
",Thank you,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: my last class today ends at #:## pm in [FAC]. sometimes this class ends early but it is still at night. I would like if a vcu officer could walk me from [FAC] to the [PERSON] parking deck tonight.
Dispatcher: Could you please call us at ###-###-####? That way with your help we can better pinpoint who the males are and arrange any escort with an officer. 
 User: I will call once I am out of class at #:##pm today.
Dispatcher:","[['my last class today ends at #:## pm in [FAC]. sometimes this class ends early but it is still at night. I would like if a vcu officer could walk me from [FAC] to the [PERSON] parking deck tonight.', 'Could you please call us at ###-###-####? That way with your help we can better pinpoint who the males are and arrange any escort with an officer.']]",,3,HarassmentAbuse
yes.,"Is there anything else in the room? 
",Do you know what building this is for?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Just a lot of footsteps.
Dispatcher: Does it sound like anyone else is in the room? 
 User: yes.
Dispatcher:","[['Just a lot of footsteps.', 'Does it sound like anyone else is in the room?']]",,6,HarassmentAbuse
Sure.,"Alright, the officer will be there in 10 minutes.
","You can disregard, my officers believe they're in the correct area.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: the room above
Dispatcher: We are unable to locate the room due to not having the building letter. Would you be able to meet one of my officers? 
 User: Sure.
Dispatcher:","[['the room above', 'We are unable to locate the room due to not having the building letter. Would you be able to meet one of my officers?']]",,18,HarassmentAbuse
white male in all grey just ran through #/## parking lot,"Thank you for calling the [City Police Department].
",Thank you for the information. We have officers in the area.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: white male in all grey just ran through #/## parking lot
Dispatcher:",[],,1,HarassmentAbuse
[ACRONYM]. Thanks a lot.,"You are welcome. We will try to have the officers meet with you as soon as possible. 
",We have officers that are responding to the area. Are you available for officers to meet with you to take a report?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: They said they will talk to the guys. But I am not sure whether the officer talked to them later
Dispatcher: If possible, we need you to meet with officers who are handling this call. Can you tell me your current location. 
 User: [ACRONYM]
Dispatcher: Thank you. Where within [ORG] are you so that we can have the officers meet with you. 
 User: [ACRONYM]. Thanks a lot.
Dispatcher:","[['They said they will talk to the guys. But I am not sure whether the officer talked to them later', 'If possible, we need you to meet with officers who are handling this call. Can you tell me your current location.'], ['[ACRONYM]', 'Thank you. Where within [ORG] are you so that we can have the officers meet with you.']]",,12,HarassmentAbuse
urge que manden una patrulla porfabor,"Dispatcher
",[PERSON] domecilio?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: urge que manden una patrulla porfabor
Dispatcher:",[],,2,HarassmentAbuse
"theres four guys, all seem to be drunk","OK, can you tell me what's going on?
",Officers are coming to check the area.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: theres four guys, all seem to be drunk
Dispatcher:",[],,1,HarassmentAbuse
couple*. please excuse the typo,"hi, this is the police department.
","[ACRONYM] so you can just hear them, are you able to see them so i can have a description of them ?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: couple*. please excuse the typo
Dispatcher:",[],,4,HarassmentAbuse
she is just worried about what happened back home and how it is happening down here even though they are in different cities,"we understand that you are worried and scared. We will do everything in our power to help you.
",Are you aware of our [ACRONYM] Center?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: she is just worried about what happened back home and how it is happening down here even though they are in different cities
Dispatcher:",[],,4,HarassmentAbuse
okay,"I'll send an officer to you now.
",are you in front of rodney or at the bus stop by perkins.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: would it be too late to do it after the class? I'm currently infront of ceaser rodney
Dispatcher: It would be better if i had an officer meet with you now. 
 User: okay
Dispatcher:","[[""would it be too late to do it after the class? I'm currently infront of ceaser rodney"", 'It would be better if i had an officer meet with you now.']]",,12,HarassmentAbuse
approching corner of md and mt royal,"Alright, I'll have an officer meet you there. 
","Thank you, I have a visual on them, is there anything else?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: appears to be walking towards corner of md and mt royal
Dispatcher: Ok, I have officers on the way, going north or south on [GPE] ave? 
 User: approching corner of md and mt royal
Dispatcher:","[['appears to be walking towards corner of md and mt royal', 'Ok, I have officers on the way, going north or south on [GPE] ave?']]",,8,HarassmentAbuse
"She says an,officer is there already","Ok, what is the officers name
",[ACRONYM],"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: yes ### alumni tower
Dispatcher: Ok Thanks 
 User: She says an,officer is there already
Dispatcher:","[['yes ### alumni tower', 'Ok Thanks']]",,17,HarassmentAbuse
"She was yelling at someone down the street and calling them a ""retarded bitch"" before she started throwing rocks at a man [QUANTITY] away from her.","[QUANTITY]
",Thank you for contacting [ORG]. What corner is the woman on?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: She was yelling at someone down the street and calling them a ""retarded bitch"" before she started throwing rocks at a man [QUANTITY] away from her.
Dispatcher:",[],,1,HarassmentAbuse
this information stays anonymous to anyone but security correct?,"Yes, it is anonymous.
",That's correct.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: this information stays anonymous to anyone but security correct?
Dispatcher:",[],,7,HarassmentAbuse
they have gone quiet now,"That's good. We'll keep an eye on the situation. 
","Okay, we have police units on the way. Thanks for the call","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: no.. I live in the apartment under it. but it seems aggressive fighting
Dispatcher: Do you know of any weapons? Thank you for contacting [ORG] with the information. 
 User: they have gone quiet now
Dispatcher:","[['no.. I live in the apartment under it. but it seems aggressive fighting', 'Do you know of any weapons? Thank you for contacting [ORG] with the information.']]",,4,HarassmentAbuse
hi. this is [PERSON]. I'm trying to test this messaging feature out.,"Hello. How can I help you?
",RECV'D [ACRONYM] [ACRONYM],"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: hi. this is [PERSON]. I'm trying to test this messaging feature out.
Dispatcher:",[],,6,HarassmentAbuse
you can disregard,"We will contact [PERSON] and let them know that you have sent us this information.
",Are they still there?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: never mind it has stopped.
Dispatcher: Thank you for sending us this information. We are contacting [PERSON] at this time. 
 User: you can disregard
Dispatcher:","[['never mind it has stopped.', 'Thank you for sending us this information. We are contacting [PERSON] at this time.']]",,3,HarassmentAbuse
"thanks, just wanted to make someone aware of the situation. he had his hands on her body, looked like near her neck. thank you for your help.","You're welcome. We're glad you're okay. 
",Not a problem. Are you able to provide a description of the female subject?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: i think he took a left but im really not sure because at that point I was asking the girl if she was okay
Dispatcher: Thank you for the update. [ORG] will be notified as that location is not within [ORG][ACRONYM] jurisdiction. 
 User: thanks, just wanted to make someone aware of the situation. he had his hands on her body, looked like near her neck. thank you for your help.
Dispatcher:","[['i think he took a left but im really not sure because at that point I was asking the girl if she was okay', 'Thank you for the update. [ORG] will be notified as that location is not within [ORG][ACRONYM] jurisdiction.']]",,9,HarassmentAbuse
"sure, ##########","Thank you.
","Much appreciation, thank you!","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: i dont need to talk to anyone though unless you/they need more info
Dispatcher: If you would like to provide a phone number where you can be reached, I can advise them that you can be contacted if needed. 
 User: sure, ##########
Dispatcher:","[['i dont need to talk to anyone though unless you/they need more info', 'If you would like to provide a phone number where you can be reached, I can advise them that you can be contacted if needed.']]",,20,HarassmentAbuse
Can they come to the #th floor common area?,"They can come to the #th floor common area.
",yes maam i will send them to see you. keep an eye out for them,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Can they come to the #th floor common area?
Dispatcher:",[],,8,HarassmentAbuse
i just sent the description to the email,"[ACRONYM], [ACRONYM] [ACRONYM]. 
",THANK YOUI,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: he hasn't done anything in particular today it's just we were told to come thru here if we even saw him in the building
Dispatcher: [ORG], [ORG] [ACRONYM]: [EMAIL] 
 User: since he does not even live in this building or on campus
Dispatcher: [ACRONYM], [ACRONYM] [ACRONYM]. 
 User: i just sent the description to the email
Dispatcher:","[[""he hasn't done anything in particular today it's just we were told to come thru here if we even saw him in the building"", '[ORG], [ORG] [ACRONYM]: [EMAIL]'], ['since he does not even live in this building or on campus', '[ACRONYM], [ACRONYM] [ACRONYM].']]",,13,HarassmentAbuse
Thank you. I have other images as well,"I understand. I am going to send you a link to a form you can fill out to file a report. 
","Okay if you would like to send them you can definitely do so, and you are welcome. Thank you for contacting us.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: This person also claims native people aren't actually people and a good thing they are dead. I understand this is beyond your control however as law enforcement you are able to contact yikyak and find that person's ip address and number.
Dispatcher: I do understand that this may be offensive towards minorities, however what we can do at this point is document the picture you have sent and information you have shared. We will get this information to our Investigative division and they will take the appropriate actions to resolve this issue. If you would like to file a report, you can do so if you like. Unfortunately things like this take different steps and is a process, but everything is documented. Thank You. 
 User: Thank you. I have other images as well
Dispatcher:","[[""This person also claims native people aren't actually people and a good thing they are dead. I understand this is beyond your control however as law enforcement you are able to contact yikyak and find that person's ip address and number."", 'I do understand that this may be offensive towards minorities, however what we can do at this point is document the picture you have sent and information you have shared. We will get this information to our Investigative division and they will take the appropriate actions to resolve this issue. If you would like to file a report, you can do so if you like. Unfortunately things like this take different steps and is a process, but everything is documented. Thank You.']]",,6,HarassmentAbuse
No thank you,"Do you have an updated location? 
",Would you like to make contact with the [ORG]?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Outside of taylor place next to the chick fil a
Dispatcher: Thank you. We also have Officers in the area. Do you have an updated location? 
 User: Has Starbucks cup in hand with water in it
Dispatcher: Thank you we have Officers in the area 
 User: No thank you
Dispatcher:","[['Outside of taylor place next to the chick fil a', 'Thank you. We also have Officers in the area. Do you have an updated location?'], ['Has Starbucks cup in hand with water in it', 'Thank you we have Officers in the area']]",,10,HarassmentAbuse
"they're both wearing black, the girl has long black hair and grey sweatpants, the guy has a black beanie","the girl is wearing a grey sweatshirt, the guy is wearing a black beanie
",The Officer is with them?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: they're both wearing black, the girl has long black hair and grey sweatpants, the guy has a black beanie
Dispatcher:",[],,7,HarassmentAbuse
guy wearing suit,"female, 20s
",we have officer in area,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: guy wearing suit
Dispatcher:",[],,10,HarassmentAbuse
My roommate recently arrived back at our apartment. She should be available to talk.,"Hello, my name is Officer Jones. How can I help you?
",ok thank you officers should arrive shortly to speak with her in apt ###,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: My roommate recently arrived back at our apartment. She should be available to talk.
Dispatcher:",[],,9,HarassmentAbuse
then my friend came and got me and as we were walking he flashed his lights again staring at me,"Hello, welcome to the police department. How can I help you?
",When did this incident occur?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: then my friend came and got me and as we were walking he flashed his lights again staring at me
Dispatcher:",[],,3,HarassmentAbuse
#### Kearney I believe,"Is the person in danger?
",[ORG] has been notified.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Everyone was calling him daniel and his friend is [PERSON] and or nate
Dispatcher: What apartment complex? Can you give a description of individual and vehicle? 
 User: #### Kearney I believe
Dispatcher:","[['Everyone was calling him daniel and his friend is [PERSON] and or nate', 'What apartment complex? Can you give a description of individual and vehicle?']]",,3,HarassmentAbuse
Message,"Message Hinweis: Diese Seite ist auf Englisch verfasst.
",[ACRONYM] [ACRONYM] [ORG]?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Message
Dispatcher:",[],,1,HarassmentAbuse
"Whoops, make anonymous","Hi, this is dispatcher, how can I help you?
",Thank you for contacting [ORG]. We will dispatch a security officer to investigate.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Whoops, make anonymous
Dispatcher:",[],,1,HarassmentAbuse
Um i think late ##s or early ##s.,"Okay, we will send a patrol car to your location.
",also how long ago and can you tell the make and model of the uber from app,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Um i think late ##s or early ##s.
Dispatcher:",[],,10,HarassmentAbuse
Maybe tomorrow?,"Ok. Please do not hesitate to call us back if you need more help.
",Are you on campus? They can meet with you right now.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: What should I be doing?
Dispatcher: Hi [PERSON] thank you for using the service. Do you want to meet with an officer 
 User: Maybe tomorrow?
Dispatcher:","[['What should I be doing?', 'Hi [PERSON] thank you for using the service. Do you want to meet with an officer']]",,3,HarassmentAbuse
i just got off the phone with lex [ACRONYM] but i wanted campus police to know some man on south limestone grabbed me and tried to pull me into his car. i eventually got away by fighting but i wanted to let campus [ACRONYM] know,"ok thank you for calling the [ACRONYM] police department. we are here to help you. can you tell me what happened?
",can you please contact us at ##########,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: i just got off the phone with lex [ACRONYM] but i wanted campus police to know some man on south limestone grabbed me and tried to pull me into his car. i eventually got away by fighting but i wanted to let campus [ACRONYM] know
Dispatcher:",[],,1,HarassmentAbuse
I just want him to stop and I don't know if I can get a restraining order,"Ok, I'm going to need you to give me a little more information
",I understand. We are going to look into some more information. May we contact you back through [PERSON] or call you back via phone?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I just want him to stop and I don't know if I can get a restraining order
Dispatcher:",[],,7,HarassmentAbuse
"Yes, I am","I'm going to ask you to call 911 if you feel unsafe in your place. We will also be able to dispatch an officer to your place. 
",do you know his last name?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I just want him to stop and I don't know if I can get a restraining order
Dispatcher: I understand. We are going to look into some more information. May we contact you back through [PERSON] or call you back via phone? 
 User: Okay that's fine! Thank you for the help.
Dispatcher: Do you know what room number [PERSON] stays in? 
 User: I do not. I have never been there. What is going to happen? I don't want to make him more angry
Dispatcher: just trying to get more information right now so we can further help you 
 User: I'm only worried about my safety because we attend the same school and he knows where I live
Dispatcher: are you safe in your place at [ACRONYM]? 
 User: Yes, I am
Dispatcher:","[[""I just want him to stop and I don't know if I can get a restraining order"", 'I understand. We are going to look into some more information. May we contact you back through [PERSON] or call you back via phone?'], [""Okay that's fine! Thank you for the help."", 'Do you know what room number [PERSON] stays in?'], [""I do not. I have never been there. What is going to happen? I don't want to make him more angry"", 'just trying to get more information right now so we can further help you'], [""I'm only worried about my safety because we attend the same school and he knows where I live"", 'are you safe in your place at [ACRONYM]?']]",,15,HarassmentAbuse
Cafe I believe,"Okay, I'm going to need you to stay on the line with me, okay?
","Okay, thank you.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Things like smart comments about clothing looks all things like that
Dispatcher: Okay, where are they at this time? 
 User: Cafe I believe
Dispatcher:","[['Things like smart comments about clothing looks all things like that', 'Okay, where are they at this time?']]",,7,HarassmentAbuse
I'm not sure idk,"What's going on?
",Do you have a description of him?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I'm not sure idk
Dispatcher:",[],,7,HarassmentAbuse
Anyone close to that area heard it,"Did you hear it?
",Thank you I will have a officer check out the area,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Anyone close to that area heard it
Dispatcher:",[],,9,HarassmentAbuse
I hear sirens. Police might have already been notified.,"You're right. The police are already on their way.
",Thank you for using [PERSON]. We will send officers to investigate as well.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I hear sirens. Police might have already been notified.
Dispatcher:",[],,1,HarassmentAbuse
Yes but I didn't know what else to do other than calling ###,"I understand. I will refer the information over to them and they will contact you. Is there anything else I can help you with? 
",Chandler Police Dispatch - ###-###-####,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: This man slammed the car doors so hard the vehicle shook
Dispatcher: The location provided belongs to [ORG]. I will refer the information over to them but they are going to have further questions. Are you able to contact them instead? 
 User: Yes but I didn't know what else to do other than calling ###
Dispatcher:","[['This man slammed the car doors so hard the vehicle shook', 'The location provided belongs to [ORG]. I will refer the information over to them but they are going to have further questions. Are you able to contact them instead?']]",,5,HarassmentAbuse
Thank you. However the problem is when officers arrive nobody is there. Hence people will find it comfortable to smoke at this place!,"I see. Thank you for your feedback.
","Alright, I will forward your concern to the officers. Thank you!","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: probably student
Dispatcher: We will have officers check the area. Thank you for using Livesafe! 
 User: Thank you. However the problem is when officers arrive nobody is there. Hence people will find it comfortable to smoke at this place!
Dispatcher:","[['probably student', 'We will have officers check the area. Thank you for using Livesafe!']]",,8,HarassmentAbuse
Should I report it to the police or not?,"Yes, you should.
",Ok thank you for the information. That is a good idea to report to [GPE]. I would contact the local police department as well.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Should I report it to the police or not?
Dispatcher:",[],,4,HarassmentAbuse
I probably should've filed under harassment sorry for mislabeling,"No worries, I'll make sure to file it under harassment.
",So would you like to speak to a Duke Police Officer. That way we can get a description of the person you are talking about and maybe we can track him down,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I probably should've filed under harassment sorry for mislabeling
Dispatcher:",[],,4,HarassmentAbuse
It had an uber sticker,"I'm sorry to hear that.
",Thank you very much for this information. We have officers checking in the area now.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: It had an uber sticker
Dispatcher:",[],,6,HarassmentAbuse
Thank you very much,"You're welcome.
",THANK YOU,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Thank you very much
Dispatcher:",[],,7,HarassmentAbuse
Thank you,"You're welcome. 
",You are welcome. Would you like a responding officer to make contact with you?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I don't think there were weapons.
Dispatcher: Thank you for the information. [ORG] has been notified to respond and investigate. 
 User: Thank you
Dispatcher:","[[""I don't think there were weapons."", 'Thank you for the information. [ORG] has been notified to respond and investigate.']]",,5,HarassmentAbuse
About an hour ago.,"Hello, my name is _____. How can I help you?
",What is you and your friends name?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: About an hour ago.
Dispatcher:",[],,11,HarassmentAbuse
Yes,"Can you get a picture of the scene?
","ok, thanks","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: The shooting occurred at ##:## pm. I was texting her when it happened
Dispatcher: Officers are there can you come down and let them in? 
 User: Yes
Dispatcher:","[['The shooting occurred at ##:## pm. I was texting her when it happened', 'Officers are there can you come down and let them in?']]",,24,HarassmentAbuse
i have no idea who was talking i really reported to make her feel better,"Hey, this is dispatcher, how can I help you?
","We would be glad to assist further if you would allow us to, did you or your friend want to speak with a counselor on duty regarding this conversation that was overheard?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: i have no idea who was talking i really reported to make her feel better
Dispatcher:",[],,4,HarassmentAbuse
I just saw the officer and the group leave a minute ago. Thank you so much!,"You're welcome!
","Absolutely, thank you for making us aware of the situation! Please don't ever hesitate to contact us. Have good and safe weekend!","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Thank you!
Dispatcher: Okay we'll let them know. Please give us a call at ###-###-#### if it becomes an issue again. We'll have Officers look over the area now. You're welcome! 
 User: I just saw the officer and the group leave a minute ago. Thank you so much!
Dispatcher:","[['Thank you!', ""Okay we'll let them know. Please give us a call at ###-###-#### if it becomes an issue again. We'll have Officers look over the area now. You're welcome!""]]",,5,HarassmentAbuse
I have spoken to them about it and they would prefer not to get the police to involved. She does not wish to press charges or get a restraining order. What it be possible to get the police to talk to him?,"The police department will not be able to do anything without a report. You can call the police department and report it. The police department will not be able to do anything without a report.
","I know [PERSON]. Flaherty was handling this earlier but I would suggest that she blocks all the numbers that the subject is using. Also if he's harassing her on social media, due the same.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I have spoken to them about it and they would prefer not to get the police to involved. She does not wish to press charges or get a restraining order. What it be possible to get the police to talk to him?
Dispatcher:",[],,13,HarassmentAbuse
I’m an [ACRONYM] in [FAC] room ###,"Hello, this is [DISPATCHER_NAME] from [LOCATION]. How can I help you?
","[ACRONYM], we will have an officer make contact with you","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I’m an [ACRONYM] in [FAC] room ###
Dispatcher:",[],,3,HarassmentAbuse
Yes she keeps knocking on my door bringing her friends and I have to be up at # am.,"Well you need to call the police and report it.
",thank you for using livsafe i am on the way,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: [PERSON]
Dispatcher: is she still there? 
 User: Yes she keeps knocking on my door bringing her friends and I have to be up at # am.
Dispatcher:","[['[PERSON]', 'is she still there ?']]",,5,HarassmentAbuse
