instruction,response,output,prompt,history,summary,his_len,type
its raining and they were just standing there in the rain. talking to each other,"[ORG] will [UNK-NNP] [UNK-NNP]. Are [UNK-NNP] [UNK-NNP] [UNK-NNP] around or What are they doing 
",Security is [UNK-NNP] and [UNK-NNP] the [UNK-NNP],"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: they were just standing talking to each other
Dispatcher: [ORG] will [UNK-NNP] [UNK-NNP]. Are [UNK-NNP] [UNK-NNP] [UNK-NNP] around or What are they doing 
 User: its raining and they were just standing there in the rain. talking to each other
Dispatcher:","[['they were just standing talking to each other', '[ORG] will [UNK-NNP] [UNK-NNP]. Are [UNK-NNP] [UNK-NNP] [UNK-NNP] around or What are they doing']]",,3,SuspiciousActivity
thank you. we are checking our cars at [PERSON] now,"I [UNK-NNP] that is a good idea. I [UNK-NNP] be careful
",On are way,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: and [PERSON]
Dispatcher: Thank you for the tip I [UNK-NNP] go check it out 
 User: thank you. we are checking our cars at [PERSON] now
Dispatcher:","[['and [PERSON]', 'Thank you for the tip I [UNK-NNP] go check it out']]",,4,SuspiciousActivity
lynch courtyard sorry,"hello, how can I help you?
","thank you, sending someone now","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: lynch courtyard sorry
Dispatcher:",[],,1,SuspiciousActivity
[NORP] or [NORP] he was walking around waiting for me to walk way then he was in the bathroom for about an hour.,"ok, is he a male or female? 
",ok thank you we have officers looking for him.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: black hair long brown trench coat.
Dispatcher: can you tell me what he was doing in the basement? and what his ethnicity is? 
 User: [NORP] or [NORP] he was walking around waiting for me to walk way then he was in the bathroom for about an hour.
Dispatcher:","[['black hair long brown trench coat.', 'can you tell me what he was doing in the basement? and what his ethnicity is?']]",,5,SuspiciousActivity
thank you for the response,"you are welcome
",not a problem. It's always best to be safe and report anything that is out of place.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: thank you for the response
Dispatcher:",[],,10,SuspiciousActivity
white guy late forties gesticulating violently by himself,"female in her 20s
",We will let [ORG] know about this [UNK-NNP] activity....Are you safe?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: white guy late forties gesticulating violently by himself
Dispatcher:",[],,3,SuspiciousActivity
"I would like to know, yes. a message through here would be enough. I will be in bed soon as I am recovering from surgery today.","Yes, sir. I understand.
","That is up to you [PERSON]. Officers can conduct extra patrols in the area and if he is found in the [UNK-NNP] areas, he will be arrested since has a current criminal tresspass warrant.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I would like to know, yes. a message through here would be enough. I will be in bed soon as I am recovering from surgery today.
Dispatcher:",[],,5,SuspiciousActivity
north side,"911
",Thank you for contacting [ACRONYM] [UNK-NNP]!,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: north side
Dispatcher:",[],,1,SuspiciousActivity
thank you all I have seen an officer circle around. do you all know about what's going on [GPE] st?,"yes we do. we are on our way.
",traffic checkpoint,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: thank you it's just making me nervous
Dispatcher: i let the officers know and will be responding to the area 
 User: thank you all I have seen an officer circle around. do you all know about what's going on [GPE] st?
Dispatcher:","[[""thank you it's just making me nervous"", 'i let the officers know and will be responding to the area']]",,10,SuspiciousActivity
looking very sketchy. still waiting now for about ## minutes,"Hello, this is ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ##",Officers are at the location and out with the subject.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: looking very sketchy. still waiting now for about ## minutes
Dispatcher:",[],,6,SuspiciousActivity
thank you for responding.,"You're welcome.
","Not a problem, t hank you for using the [UNK-NNP] app!","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: thank you for responding.
Dispatcher:",[],,6,SuspiciousActivity
either one,"either one
",[ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ORG]?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: either one
Dispatcher:",[],,15,SuspiciousActivity
What officer is this?,"Officer, this is dispatch.
",calkins,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: What officer is this?
Dispatcher:",[],,2,SuspiciousActivity
I rather not give my name out for security reasons.,"That's fine. We will need your phone number.
",alright we will take care of it. thank you for the information,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I rather not give my name out for security reasons.
Dispatcher:",[],,13,SuspiciousActivity
"I'm not able to right now, I'm sorry.","Okay, well if you are not able to talk to the officer now we can call you back when he gets there. 
",ok that is fine but we do have officers in the area,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I'm not fully sure if it was hotel [PERSON] but now that I looked it up I think so
Dispatcher: Yes i think that's what it is but we are going to send a officer to check it out. Would you like to speak to the officer? 
 User: I'm not able to right now, I'm sorry.
Dispatcher:","[[""I'm not fully sure if it was hotel [PERSON] but now that I looked it up I think so"", ""Yes i think that's what it is but we are going to send a officer to check it out. Would you like to speak to the officer?""]]",,9,SuspiciousActivity
"brown hair in ponytail. brown eyes. about #'#""","Hello, this is dispatcher 235. How can I help you?
",Thank you for contacting [ACRONYM] [UNK-NNP]! We have an officer responding.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: brown hair in ponytail. brown eyes. about #'#""
Dispatcher:",[],,1,SuspiciousActivity
they are right across from [PERSON] on [UNK-NNP] street.,"[PERSON]?
","Ok, thank you. We are forwarding your information to [ORG] to respond.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: they are right across from [PERSON] on [UNK-NNP] street.
Dispatcher:",[],,6,SuspiciousActivity
"great, thank you","You're welcome! 
",Your welcome. Can you describe any of the subjects? Sex? Race? Clothing? Any info would be helpful.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: they are right across from [PERSON] on [UNK-NNP] street.
Dispatcher: Ok, thank you. We are forwarding your information to [ORG] to respond. 
 User: thank you!
Dispatcher: You're welcome! 
 User: hi, it's me again. not sure if this will work, but we're having a similar problem as we did a few days ago. same group of guys are still hanging around, but now we're out by our parking area. we had to walk through a narrow walkway with # guys surrounding us on one side. one guy was trying to get money from us, and was trying to ""help us carry things"". at one point he said ""what, you scared of me cause I'm black?"" and started escalating his demeanor and tone of voice. we were able to get away and diffuse the situation, but still very intimidating. can you forward this to [GPE] police? they were already out here twice the other day when we talked.
Dispatcher: Thank you for the tip. Due to this location being out of our jurisdiction we will not be able to respond. But I will pass on your info and the situation to [GPE] [UNK-NNP] to make sure they get it. 
 User: thanks
Dispatcher: No problem. I'm not sure which number you have for [ORG] but they shouldn't ever be closed. I have their number as (###)###-####. You don not have to call them I will place the call for you, just wanted to make sure you had the right number for any future incidents. 
 User: great, thank you
Dispatcher:","[['they are right across from [PERSON] on [UNK-NNP] street.', 'Ok, thank you. We are forwarding your information to [ORG] to respond.'], ['thank you!', ""You're welcome!""], ['hi, it\'s me again. not sure if this will work, but we\'re having a similar problem as we did a few days ago. same group of guys are still hanging around, but now we\'re out by our parking area. we had to walk through a narrow walkway with # guys surrounding us on one side. one guy was trying to get money from us, and was trying to ""help us carry things"". at one point he said ""what, you scared of me cause I\'m black?"" and started escalating his demeanor and tone of voice. we were able to get away and diffuse the situation, but still very intimidating. can you forward this to [GPE] police? they were already out here twice the other day when we talked.', 'Thank you for the tip. Due to this location being out of our jurisdiction we will not be able to respond. But I will pass on your info and the situation to [GPE] [UNK-NNP] to make sure they get it.'], ['thanks', ""No problem. I'm not sure which number you have for [ORG] but they shouldn't ever be closed. I have their number as (###)###-####. You don not have to call them I will place the call for you, just wanted to make sure you had the right number for any future incidents.""]]",,14,SuspiciousActivity
He approached us multiple times while we were going back and forth moving into the dorms,"Can you describe what he was wearing?
","Thank you, the officer responded to the area, and the subject left campus, thank you!","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He approached us multiple times while we were going back and forth moving into the dorms
Dispatcher:",[],,3,SuspiciousActivity
by the movie by ponce,"by the movie by ponce
",officers are looking for him now.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: by the movie by ponce
Dispatcher:",[],,3,SuspiciousActivity
That is all I have and thank you for taking in my concern,"You are welcome. We will send officers to investigate. 
",Ok thank you. Let us know if you need further assistance,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: towards park side
Dispatcher: Thank you we will send officers to investigate. Do you have any additional information? Or would you like to meet with officers? 
 User: That is all I have and thank you for taking in my concern
Dispatcher:","[['towards park side', 'Thank you we will send officers to investigate. Do you have any additional information? Or would you like to meet with officers?']]",,6,SuspiciousActivity
and he was just standing there looking.,"okay, can you tell me where you are?
",Are you able to provide a more specific location by any chance?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: and he was just standing there looking.
Dispatcher:",[],,6,SuspiciousActivity
we could if that would be necessary,"I am going to have an officer call you. Do you have a cell phone?
",Are you still on scene?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: he walked in the direction of mcbryde from the chapel
Dispatcher: Okay we will have someone over to check it out. Would you like to speak to an officer in person? 
 User: we could if that would be necessary
Dispatcher:","[['he walked in the direction of mcbryde from the chapel', 'Okay we will have someone over to check it out. Would you like to speak to an officer in person?']]",,6,SuspiciousActivity
he just has a plug to connect his [ORG] smart phone to computers,"he just has a plug to connect his [ORG] smart phone to computers
",Do you still see him in the library?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: he just has a plug to connect his [ORG] smart phone to computers
Dispatcher:",[],,4,SuspiciousActivity
thank you,"You're welcome.
",The tip was a valid concern. Thank you again for your assistance.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: thank you
Dispatcher:",[],,10,SuspiciousActivity
"that's fine, thanks for answering so quickly. You're welcome and have a nice day","You too.
",Dispatcher [PERSON],"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: was he still there?
Dispatcher: [ORG] but we unable to find him. Please let us know if you happen to see him again. Again Thank You for the Call. 
 User: that's fine, thanks for answering so quickly. You're welcome and have a nice day
Dispatcher:","[['was he still there?', '[ORG] but we unable to find him. Please let us know if you happen to see him again. Again Thank You for the Call.']]",,12,SuspiciousActivity
my location was on Linden Walk,"Hello, this is the dispatcher.
",Thank you contacting us. What is your exact address?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: my location was on Linden Walk
Dispatcher:",[],,1,SuspiciousActivity
i haven't seen him do anything recently but if I do I will keep you posted,"OK. Thank you.
",Thank you!,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: i haven't seen him do anything recently but if I do I will keep you posted
Dispatcher:",[],,4,SuspiciousActivity
I watched him for a bit trying to see what he was doing and he looked at me so I left,"Okay thank you for your assistance. Officer are in route to the area 
",are you willing to speak with the officer ?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: yes
Dispatcher: Okay thank you for your assistance. Officer are in route to the area 
 User: I watched him for a bit trying to see what he was doing and he looked at me so I left
Dispatcher:","[['yes', 'Okay thank you for your assistance. Officer are in route to the area']]",,12,SuspiciousActivity
thank you!!,"You're welcome.
","Thank you for the tip, we will have an officer check the area.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: thank you!!
Dispatcher:",[],,2,SuspiciousActivity
I'm sorry you have to deal with these things. have a great day,"Thank you. You too.
",i hope that whoever sees them contacts us so we can handle this,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I'm sorry you have to deal with these things. have a great day
Dispatcher:",[],,4,SuspiciousActivity
"she just walked up and asked what we were doing, then started yelling at us to open the door so she could see inside","Okay, I understand that you are at the front door of the police station and you are yelling at us to open the door.
",Did she give any indication of what she wanted?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: she just walked up and asked what we were doing, then started yelling at us to open the door so she could see inside
Dispatcher:",[],,9,SuspiciousActivity
"No, i couldnt tell his age or what else he was wearing because he was on top of the gate trying to get around the spikes. he said nothing both times, just looked at my window and climbed back down the gate","Okay, so he is a male, black with short hair wearing a black t-shirt. He was trying to get around the spikes on the gate. He said nothing. He looked at your window and climbed back down the gate.
",Thank you [PERSON] for notifying us. We will send officers to the area. Would you like to meet with the officer?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: i couldnt see from my window where he went. but i am keeping an eye out in case he returns
Dispatcher: Okay, he is a male, black with short hair wearing a black t-shirt. Do you know how old he was? And did he say anything? 
 User: No, i couldnt tell his age or what else he was wearing because he was on top of the gate trying to get around the spikes. he said nothing both times, just looked at my window and climbed back down the gate
Dispatcher:","[['i couldnt see from my window where he went. but i am keeping an eye out in case he returns', 'Okay, he is a male, black with short hair wearing a black t-shirt. Do you know how old he was? And did he say anything?']]",,8,SuspiciousActivity
Its right besides the [ORG],"Hello, how can I help you?
",Thank you!,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Its right besides the [ORG]
Dispatcher:",[],,5,SuspiciousActivity
they're no older than ##,"can you tell me if they're driving a car?
",what direction are they going?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: this happened right now
Dispatcher: what direction are they going and can you give me a description? 
 User: they're no older than ##
Dispatcher:","[['this happened right now', 'what direction are they going and can you give me a description?']]",,3,SuspiciousActivity
He was driving around and asking everyone where he could buy drugs,"Do you know the person who is driving around?
",Thank you for your help!,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: vt plate
Dispatcher: Thank you very much. That is very helpful! 
 User: He was driving around and asking everyone where he could buy drugs
Dispatcher:","[['vt plate', 'Thank you very much. That is very helpful!']]",,8,SuspiciousActivity
He's been at the bus stops along turner all day. He's [NORP] I think.,"Do you know his name?
",Thank you. Someone is on ground,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I last saw him hanging around the green route.
Dispatcher: Where exactly is the location that you seen him at and what is the race of the individual? 
 User: He's been at the bus stops along turner all day. He's [NORP] I think.
Dispatcher:","[['I last saw him hanging around the green route.', 'Where exactly is the location that you seen him at and what is the race of the individual?']]",,6,SuspiciousActivity
I am not sure. i just went back my room asap,"what happened?
",Can you please contact us ###-###-####,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I am not sure. i just went back my room asap
Dispatcher:",[],,4,SuspiciousActivity
and my other friend texted me saying she heard it was choate but i did not ask the one who took the pic about the location,"Hi, this is the police. How can I help you?
","That is the same location, if you have any concerns about this, feel free to contact [GPE] Police directly with their non-emergency number (###) ###-####.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: and my other friend texted me saying she heard it was choate but i did not ask the one who took the pic about the location
Dispatcher:",[],,3,SuspiciousActivity
black [ORG] rav #,"Is it locked? 
",Would you be willing to call us at ###-#### so we can get further details?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: he saw where I parked so I'm afraid he's going to try and break in to my car
Dispatcher: What is the color, make and model of your vehicle? 
 User: black [ORG] rav #
Dispatcher:","[[""he saw where I parked so I'm afraid he's going to try and break in to my car"", 'What is the color, make and model of your vehicle?']]",,13,SuspiciousActivity
as before,"as before
",Ok so [FAC]? Not greenhill apts?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: as before
Dispatcher:",[],,14,SuspiciousActivity
"update: she's got a [ORG] of baggies and little plastic bags in her book bag, we also can't tell what she's writing but every so often she takes out a pen and writes something. also she hides her backpack when people walk by","thank you, we are sending officers to investigate 
","thank you for the update, we have let them know","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: We see her at least # times a week in generally the same spot
Dispatcher: thank you, we're sending [ORG] to investigate. Would you like the officer to contact you? 
 User: If it's needed but it's not necessary if you're dispatching someone. We can see her from the apartment window
Dispatcher: thank you, we are sending officers to investigate 
 User: update: she's got a [ORG] of baggies and little plastic bags in her book bag, we also can't tell what she's writing but every so often she takes out a pen and writes something. also she hides her backpack when people walk by
Dispatcher:","[['We see her at least # times a week in generally the same spot', ""thank you, we're sending [ORG] to investigate. Would you like the officer to contact you?""], [""If it's needed but it's not necessary if you're dispatching someone. We can see her from the apartment window"", 'thank you, we are sending officers to investigate']]",,8,SuspiciousActivity
Thank you for responding quickly.,"You're welcome.
",You're welcome!,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I called [FAC] and they said they'll contact the [ORG] Assistant.
Dispatcher: Thank you. We have officers out there now. Would you like to meet with them? 
 User: Sure, I'll come out.
Dispatcher: Okay I will let the officers know. 
 User: Thank you for responding quickly.
Dispatcher:","[[""I called [FAC] and they said they'll contact the [ORG] Assistant."", 'Thank you. We have officers out there now. Would you like to meet with them ?'], [""Sure, I'll come out."", 'Okay I will let the officers know.']]",,8,SuspiciousActivity
They have left now.,"What did they look like?
",If the tow truck comes back just message us again and we will send someone out to check on it. Thanks for making us aware.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: They have left now.
Dispatcher:",[],,6,SuspiciousActivity
yes,"Is he still in the lobby? 
",Thank you. Please let me know if he moves from the lobby area.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I went outside
Dispatcher: Is he still inside of the lobby? 
 User: yes
Dispatcher:","[['I went outside', 'Is he still inside of the lobby?']]",,5,SuspiciousActivity
I'll be going again tomorrow morning but I know [ORG] is always around and it's just on Winter street,"Yes, I know. I'm sure they'll be there.
",ok can you meet one of our officers to file a quick report?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I'll be going again tomorrow morning but I know [ORG] is always around and it's just on Winter street
Dispatcher:",[],,3,SuspiciousActivity
she doesn't have any shoes on she is holding her gray converse,"Hello, how can I help you?
",Are they outside now? \,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: she doesn't have any shoes on she is holding her gray converse
Dispatcher:",[],,11,SuspiciousActivity
he also has. backpack on,"the police department is open 24/7
","Thank you for the information. That car belongs to that person, he locked his keys inside his car.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: he also has. backpack on
Dispatcher:",[],,2,SuspiciousActivity
also wearing black bow tie,"also wearing black bow tie
",okay..thank you ..please keep us updated..if you see him again please let us know..officers are in route,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: also wearing black bow tie
Dispatcher:",[],,3,SuspiciousActivity
"with two others, didn't notice what they were dressed up as though","with two others, dressed up as a police officer
",ok. They were all in costumes?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: with two others, didn't notice what they were dressed up as though
Dispatcher:",[],,5,SuspiciousActivity
next to tri delt house and chi omega,"hello, this is dispatcher 151, how can I help you?
",Can you tell me what the homeless man is doing?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: next to tri delt house and chi omega
Dispatcher:",[],,3,SuspiciousActivity
yes,"yes февруари 2020
","Ok, the vehicle is one of our Cadets there to watch the pool overnight.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: yes
Dispatcher:",[],,3,SuspiciousActivity
"excuse me, I meant to type ""longer blond hair""","You mean ""longer blond hair""?
",Did you see a weapon or did he make any threats that he had one?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: excuse me, I meant to type ""longer blond hair""
Dispatcher:",[],,3,SuspiciousActivity
