instruction,response,output,prompt,history,summary,his_len,type
room ###,"dispatcher ###
",[ACR[ACRONYM]YM] TH[ACR[ACRONYM]YM] [ACR[ACRONYM]YM] [ACR[ACRONYM]YM] [ACRONYM] [ACRONYM] [ACRONYM]?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: room ###
Dispatcher:",[],,3,DrugsAlcohol
darker complexion and girl carrying has a red shirt,"Hello, how can I help you?
","Thank you for the tip, we will start officers up that way.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: darker complexion and girl carrying has a red shirt
Dispatcher:",[],,1,DrugsAlcohol
"yes, they are on campus. when I asked that question I was just verifying. they are (were) on the east side of [ORG] residential community","ok. we will have a patrol officer check it out.
",ok that location is the best way to give us a location for future reference,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: i thought that when I put in the tip it shows the location where the photo was taken?
Dispatcher: I see the picture but not the exact location so that is why we as for the building or the area the are closest to. From what you are describing sounds like they are on campus. It is possible they may think they are off campus 
 User: yes, they are on campus. when I asked that question I was just verifying. they are (were) on the east side of [ORG] residential community
Dispatcher:","[['i thought that when I put in the tip it shows the location where the photo was taken?', 'I see the picture but not the exact location so that is why we as for the building or the area the are closest to. From what you are describing sounds like they are on campus. It is possible they may think they are off campus']]",,13,DrugsAlcohol
or ## ##,"or ## ##
",Thank you for the information.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: or ## ##
Dispatcher:",[],,4,DrugsAlcohol
but thank you anyway,"Hello, my name is [name] and I will be assisting you. How can I help you?
",Thank you for the information. We will have an Officer respond.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: but thank you anyway
Dispatcher:",[],,8,DrugsAlcohol
"Hugh hall not high hall,","Hello, this is dispatcher. How can I help you?
","Thanks, we'll check it out.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Hugh hall not high hall,
Dispatcher:",[],,1,DrugsAlcohol
"We don't know what room, just that they're on the bottom floor","Okay, I'm going to need you to give me more information.
",Thank you for this update. Officers will be responding to the area to investigate.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: We don't know what room, just that they're on the bottom floor
Dispatcher:",[],,4,DrugsAlcohol
we are student here too,"Hi, this is the police department. How can I help you?
",What did your friend tell you?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: we are student here too
Dispatcher:",[],,13,DrugsAlcohol
Emre Okten,"Emre Okten
",Thank you for the update.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Emre Okten
Dispatcher:",[],,33,DrugsAlcohol
Thank you.,"You're welcome.
",You are welcome.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Thank you.
Dispatcher:",[],,9,DrugsAlcohol
it's pretty obvious to spot from the outside,"Yes, I'm sure
","Thank you, we will send an officer to your room, to address this. Have a good day!","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: it's pretty obvious to spot from the outside
Dispatcher:",[],,4,DrugsAlcohol
both,"both 
",Thank you. Do you know if anyone is carrying pocket knives on them right now or if there are any in the room?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: both
Dispatcher:",[],,21,DrugsAlcohol
was anything found,"no, no
",I'm not able to talk about it. Thank you for your help. Have a great evening.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: was anything found
Dispatcher:",[],,13,DrugsAlcohol
w canal street and belvidere,"[ACRONYM] we 
",[ACRONYM] we will send someone to the area to check on the individual.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I'm looking from the dorms so I can't really tell whether they're male or female
Dispatcher: [ACRONYM] we 
 User: w canal street and belvidere
Dispatcher:","[[""I'm looking from the dorms so I can't really tell whether they're male or female"", '[ACRONYM] we']]",,6,DrugsAlcohol
thanks. god bless.,"You're welcome.
","[PERSON], the officer is in Founders [ACRONYM] and has stated it is completely quiet. Can you help us out?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I just know [PERSON] and [PERSON] and trev. I don't wanna snitch but I want them to be safe
Dispatcher: [PERSON], thank you for letting us know about the noise disturbance. Everyone's safety is our first concern. The officer is there and checking on this complaint. 
 User: thanks. god bless.
Dispatcher:","[[""I just know [PERSON] and [PERSON] and trev. I don't wanna snitch but I want them to be safe"", ""[PERSON], thank you for letting us know about the noise disturbance. Everyone's safety is our first concern. The officer is there and checking on this complaint.""]]",,8,DrugsAlcohol
"if they need to come into the room, just knock. we will be there to let them in","we are not going to let anyone in the room.
","Thank you, two Officers on the way","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: if they need to come into the room, just knock. we will be there to let them in
Dispatcher:",[],,4,DrugsAlcohol
she was drinking tonight I got her to her room but she tried to steal an [ORG] and ani bracelet I just I don't want her to know I sent the tip in,"Thank you [PERSON], we will try to get her some help. Is she using the drugs now or tonight? 
","[ACRONYM].. Thanks for the tip, and we won't tell her where the information came from. Who did she try to steal the bracelet from?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I meant to send that anonymous
Dispatcher: Thank you [PERSON], we will try to get her some help. Is she using the drugs now or tonight? 
 User: she was drinking tonight I got her to her room but she tried to steal an [ORG] and ani bracelet I just I don't want her to know I sent the tip in
Dispatcher:","[['I meant to send that anonymous', 'Thank you [PERSON], we will try to get her some help. Is she using the drugs now or tonight?']]",,3,DrugsAlcohol
no weapons,"no weapons
",Can you be contacted by phone if the officers have any questions?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: no weapons
Dispatcher:",[],,5,DrugsAlcohol
# minutes ago,"Can you give me more details?
",I have Officer's coming up to check on this,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: room number ###. ## [PERSON]
Dispatcher: Where are you? and how long ago did this occur 
 User: # minutes ago
Dispatcher:","[['room number ###. ## [PERSON]', 'Where are you? and how long ago did this occur']]",,3,DrugsAlcohol
I have a picture of where the room is located but it will not send,"I understand. I will have an officer come out and take a look.
",I will send officers. Please send picture,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I have a picture of where the room is located but it will not send
Dispatcher:",[],,1,DrugsAlcohol
okay thank you,"You're welcome.
",Havethem to call us with the information on wher to meet them,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: they are aware
Dispatcher: The [PERSON] will check the area and call us, The oDUPD 
 User: okay thank you
Dispatcher:","[['they are aware', 'The [PERSON] will check the area and call us, The oDUPD']]",,8,DrugsAlcohol
where is [ACRONYM],"[ACRONYM] is located at [LOCATION]. 
",we are contacting them,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: are you sending officer
Dispatcher: Thank you for contacting [ORG]. We will share this information with [ORG], and will have an [NORP] respond to investigate. 
 User: where is [ACRONYM]
Dispatcher:","[['are you sending officer', 'Thank you for contacting [ORG]. We will share this information with [ORG], and will have an [NORP] respond to investigate.']]",,5,DrugsAlcohol
some weed may be in ### B,"ok 
",ok,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I remember lot of alchhohol in top fridge
Dispatcher: ok 
 User: I'm just saying, no one has checked the fridge and they've been on-scene for like five minutes
Dispatcher: they know 
 User: some weed may be in ### B
Dispatcher:","[['I remember lot of alchhohol in top fridge', 'ok'], [""I'm just saying, no one has checked the fridge and they've been on-scene for like five minutes"", 'they know']]",,15,DrugsAlcohol
there is also drink in top fridge,"I see.
",Thank you for contacting [ORG]. We will dispatch a security officer to investigate.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: there is also drink in top fridge
Dispatcher:",[],,2,DrugsAlcohol
I just got this information from bragging kids but they seemed pretty positive,"Thank you for calling the police department. How can I help you?
",ok thanks,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I just got this information from bragging kids but they seemed pretty positive
Dispatcher:",[],,11,DrugsAlcohol
Thank you!,"You are welcome.
",You are welcome,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: [PERSON]
Dispatcher: Do you mean [PERSON]? 
 User: Yes, sorry.
Dispatcher: I have advised [ORG], who will come over and investigate 
 User: Thank you!
Dispatcher:","[['[PERSON]', 'Do you mean [PERSON]?'], ['Yes, sorry.', 'I have advised [ORG], who will come over and investigate']]",,5,DrugsAlcohol
They're on the patio stairs on the alpha hall parking lot side of [ORG],"Alpha hall parking lot side of [ORG]?
",Thank you for live [PERSON]. We will have an officer check it out.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: They're on the patio stairs on the alpha hall parking lot side of [ORG]
Dispatcher:",[],,1,DrugsAlcohol
They may also sell it,"They may also sell it
",Do you know where in the room the drugs are located?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: They may also sell it
Dispatcher:",[],,1,DrugsAlcohol
I don't know what room but as I was walking up the stairs I could smell it strong,"Ok.
","Ok, that is helpful! If you can think of anything else of note please let us know!","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I don't know what room but as I was walking up the stairs I could smell it strong
Dispatcher:",[],,3,DrugsAlcohol
Okay.,"Hi, this is the dispatcher for the [name of police department]. How can I help you?
",We hava an officer responding.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Okay.
Dispatcher:",[],,5,DrugsAlcohol
They were in the middle of the road trying to cross when I passed them,"I'm so sorry to hear that. Is there anyone else with them?
",How long ago was this?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: They were in the middle of the road trying to cross when I passed them
Dispatcher:",[],,9,DrugsAlcohol
The whole floor is starting to smell,"Hi, this is the police department. How can I help you?
",Thank you for your tip. We will respond to the situation.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: The whole floor is starting to smell
Dispatcher:",[],,1,DrugsAlcohol
Thank you. Am shutting all vents.,"Thank you.
",This information has been passed on to [ORG],"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Thank you. Am shutting all vents.
Dispatcher:",[],,1,DrugsAlcohol
"There is another house further up the #### block that regularly hosts parties though, I can't get a very good view to give you a more exact location","Okay, I understand. Can you tell me what time the party is happening?
","Thanks for the additional information, I will enter a call for [GPE] city [ACRONYM] to respond.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: There is another house further up the #### block that regularly hosts parties though, I can't get a very good view to give you a more exact location
Dispatcher:",[],,3,DrugsAlcohol
Alright thank you sorry for keep telling you this has been an issue before and I know weed is illegal smoking of any kind is on campus but this is really irritating my breathing,"Okay. I will send an officer back out. 
",You're okay. It's no problem at all!,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: The smell is stronger by room ###
Dispatcher: Do you believe they are smoking right now? 
 User: Possibly the smell has kinda died down but it's possible
Dispatcher: Okay. I will send an officer back out. 
 User: Alright thank you sorry for keep telling you this has been an issue before and I know weed is illegal smoking of any kind is on campus but this is really irritating my breathing
Dispatcher:","[['The smell is stronger by room ###', 'Do you believe they are smoking right now?'], [""Possibly the smell has kinda died down but it's possible"", 'Okay. I will send an officer back out.']]",,13,DrugsAlcohol
Saw narcotics being used,"What's your name?
",thanks we have already sent someone to check on this again thank you for reporting it,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Saw narcotics being used
Dispatcher:",[],,4,DrugsAlcohol
"I don't, I was yelled at when I started couturier. Just casual clothing","I'm sorry to hear that.
",Do you have any further description on them? What color clothing?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I don't, I was yelled at when I started couturier. Just casual clothing
Dispatcher:",[],,1,DrugsAlcohol
Yes,"Yes 
",Okay I have an officer checking it out,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Yes
Dispatcher:",[],,5,DrugsAlcohol
In spring [ORG],"In spring [ORG]
",Have you notify your [NORP] about this situation?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: In spring [ORG]
Dispatcher:",[],,1,DrugsAlcohol
He has sold to someone I know that visits from another campus a few times.,"I'm sorry to hear that.
",How do you know this? Do you know where he keeps them and how much he has on him?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He has sold to someone I know that visits from another campus a few times.
Dispatcher:",[],,1,DrugsAlcohol
Thank you for your help.,"You are welcome.
",We will send an officer to that location now,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Thank you for your help.
Dispatcher:",[],,1,DrugsAlcohol
I am in [GPE],"Can you describe the location?
",Are you on campus or in [GPE],"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Only for the summer/ I am working in the area
Dispatcher: Thank you, are you located in [GPE] 
 User: I am in [GPE]
Dispatcher:","[['Only for the summer/ I am working in the area', 'Thank you, are you located in [GPE]']]",,3,DrugsAlcohol
"Just concerning cause we have our athletes in the area there often and to those that don't know, it easily could be construed as our athletes doing the smoking","I understand. I'm not sure if it's a good idea to call the police. I'm not sure if you want to call the police.
",I understand. You did the right thing. As soon as you see it. Report it. Thanks again.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Just concerning cause we have our athletes in the area there often and to those that don't know, it easily could be construed as our athletes doing the smoking
Dispatcher:",[],,11,DrugsAlcohol
I think they may have ran once my friends passed them,"What did you see?
",I have an officer there and he doesn't see anyone around the [NORP] [ORG] anywhere,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I think they may have ran once my friends passed them
Dispatcher:",[],,4,DrugsAlcohol
No. I was just walking into the [ORG] for lunch and passed him.,"ok, we will be there in 5 minutes. 
",[ORG] has a smoking enforcement group and they can be contacted directly at [QUANTITY]-####,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Very tall
Dispatcher: ok thank you, I will send someone to the area. Did you want contact? 
 User: No. I was just walking into the [ORG] for lunch and passed him.
Dispatcher:","[['Very tall', 'ok thank you, I will send someone to the area. Did you want contact?']]",,8,DrugsAlcohol
I'm not sure I don't use that lot I just noticed the same guy from last night,"Ok, we'll send someone out to check it out
",Thank you. We have Officers in the area,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I'm not sure I don't use that lot I just noticed the same guy from last night
Dispatcher:",[],,13,DrugsAlcohol
Thanks !,"You are welcome! 
",You are welcome,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Should I go out and get it
Dispatcher: if you can 
 User: [ORG] ####
Dispatcher: Thank you! 
 User: Thanks I just seen the guy get out there's another guy inside
Dispatcher: [ACRONYM]. I will notify the Officer 
 User: Thanks!
Dispatcher:","[['Should I go out and get it', 'if you can'], ['[ORG] ####', 'Thank you!'], [""Thanks I just seen the guy get out there's another guy inside"", '[ACRONYM]. I will notify the Officer']]",,28,DrugsAlcohol
"They're moving, so I'd act quickly","I understand, we'll be there as soon as possible
",do you still see them,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Now headed towards the miltimore area
Dispatcher: thank you 
 User: They're moving, so I'd act quickly
Dispatcher:","[['Now headed towards the miltimore area', 'thank you']]",,6,DrugsAlcohol
Was I ###. [ORG] has subsided,"What do you mean?
",We will check it out. Let us know if it starts again.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Clearly alcohol involved
Dispatcher: Can you tell which [PERSON] it is coming from? 
 User: Was I ###. [ORG] has subsided
Dispatcher:","[['Clearly alcohol involved', 'Can you tell which [PERSON] it is coming from?']]",,3,DrugsAlcohol
But two males just got into the car,"I'm sorry to hear that. What is the make and model of the car?
","Ok. Thank you for your information. If you should need further assistance, you can call us at ###-###-####.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: But two males just got into the car
Dispatcher:",[],,5,DrugsAlcohol
Let me know if I can help,"Yes, please.
",You're welcome,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Let me know if I can help
Dispatcher:",[],,5,DrugsAlcohol
"I apologize, is this chat for an immediate arrival of the police? I do not know where he is currently. I just wanted to make you all aware of this possible predator and his methods of luring in young girls. Perhaps he should be kept under surveillance to confirm these suspicions.","ok, we will have someone speak to him and see what he is doing 
","thank you,.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: That was a description of the young man
Dispatcher: ok officers are in route 
 User: I don't know where he could be but he apparently lives very close to campus
Dispatcher: do you know where in the cafe he is at this time, we are going to have someone speak to him 
 User: He is not in the cafe
Dispatcher: ok, so do you know where he is at this time 
 User: I apologize, is this chat for an immediate arrival of the police? I do not know where he is currently. I just wanted to make you all aware of this possible predator and his methods of luring in young girls. Perhaps he should be kept under surveillance to confirm these suspicions.
Dispatcher:","[['That was a description of the young man', 'ok officers are in route'], [""I don't know where he could be but he apparently lives very close to campus"", 'do you know where in the cafe he is at this time, we are going to have someone speak to him'], ['He is not in the cafe', 'ok, so do you know where he is at this time']]",,9,DrugsAlcohol
Actually it's not letting me send anything else,"What do you mean?
",It's not a problem. I will get an officer in the area as soon as possible.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Actually it's not letting me send anything else
Dispatcher:",[],,7,DrugsAlcohol
[ORG] C class,"[ORG] C class
","what entrance, and direction [LOC] ?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: [ORG] C class
Dispatcher:",[],,12,DrugsAlcohol
#,"what is your location? 
",are you on the ### or ## yet from the ###?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Traffic is slow now I think I'm ok
Dispatcher: how many people are in the car with you? 
 User: #
Dispatcher:","[[""Traffic is slow now I think I'm ok"", 'how many people are in the car with you?']]",,25,DrugsAlcohol
Parked on ##th street,"Hello, this is the police department. How can I help you?
",Can you please tell me when he is leaving and what direction he leaves in?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Parked on ##th street
Dispatcher:",[],,39,DrugsAlcohol
[ORG] brown,"[ORG] police
",Ok. Were they in any danger?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: [ORG] brown
Dispatcher:",[],,4,DrugsAlcohol
I can let you know when she is going back. From what I overheard this is her first night drinking. She is very small so whatever amount she drank must have hit her pretty hard. I will let you know as soon as a see something happen again. So far everything is ok. I hope [PERSON] doesn’t end up needing an ambulance. Thank you for being there for me!,"We will be here for you.
",Absolutely. Thank you for using LiveSafe to let us know about this!,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: She is asleep now but when I sent the text she has patting the door trying to leave the apartment and “Get them boys” but she is way too drunk to find the handle and then she threw up. Now she is sleeping.
Dispatcher: Do you have [PERSON]'s last name? If she is intoxicated to the point of throwing up, it may be best for an ambulance to come check and make sure alcohol poisoning is not a factor. 
 User: No idea only reason I know her name is [PERSON] is because that is what my roomate called her. I have never seen her before. Oh thank you for letting me know that. I think she was on an empty stomach when she consumed alcohol. I wasn’t there I[PERSON] just trying to make sense out of the now situation. If she throws up one more time I will call ###. My roomate told me when your really drunk it’s normal to throw up. That’s why I was just think about her being more careful with her drink by waiting till she was older to drink but I had not thought about her possibly having alcohol poisoning
Dispatcher: We appreciate the information as well. If anything changes or you feel an ambulance is needed for her, don't hesitate to give us a call or let us know, and we can have an ambulance come get her the proper care she needs. My Commander also advised me we will have [ORG] keep an eye out for [PERSON] and to notify us to respond if she shows up. 
 User: I can let you know when she is going back. From what I overheard this is her first night drinking. She is very small so whatever amount she drank must have hit her pretty hard. I will let you know as soon as a see something happen again. So far everything is ok. I hope [PERSON] doesn’t end up needing an ambulance. Thank you for being there for me!
Dispatcher:","[['She is asleep now but when I sent the text she has patting the door trying to leave the apartment and “Get them boys” but she is way too drunk to find the handle and then she threw up. Now she is sleeping.', ""Do you have [PERSON]'s last name? If she is intoxicated to the point of throwing up, it may be best for an ambulance to come check and make sure alcohol poisoning is not a factor.""], ['No idea only reason I know her name is [PERSON] is because that is what my roomate called her. I have never seen her before. Oh thank you for letting me know that. I think she was on an empty stomach when she consumed alcohol. I wasn’t there I[PERSON] just trying to make sense out of the now situation. If she throws up one more time I will call ###. My roomate told me when your really drunk it’s normal to throw up. That’s why I was just think about her being more careful with her drink by waiting till she was older to drink but I had not thought about her possibly having alcohol poisoning', ""We appreciate the information as well. If anything changes or you feel an ambulance is needed for her, don't hesitate to give us a call or let us know, and we can have an ambulance come get her the proper care she needs. My Commander also advised me we will have [ORG] keep an eye out for [PERSON] and to notify us to respond if she shows up.""]]",,7,DrugsAlcohol
But you can't use anything on the bus right?,"Yes, you can use a phone, but you can't use anything that requires a plug.
","I would inform the driver if possible, I am unaware of [ORG] policy.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: But you can't use anything on the bus right?
Dispatcher:",[],,3,DrugsAlcohol
