instruction,response,output,prompt,history,summary,his_len,type
my roommate forgot to shut the gas down when he left,"ok, can you tell me what happened?
",i'll send officers to your location. how do you know? did you go inside?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: my roommate forgot to shut the gas down when he left
Dispatcher:",[],,9,EmergencyMessage
smaller lake *,"smaller lake *
",Ok I will get an officer to you. Thank you,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: smaller lake *
Dispatcher:",[],,8,EmergencyMessage
thanks!,"you are welcome
",pic also received of tables,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: test message only, testing presentation
Dispatcher: message received in communications 
 User: thanks!
Dispatcher:","[['test message only, testing presentation', 'message received in communications']]",,3,EmergencyMessage
she's crying and is struggling to breathe,"I'm here to help you. What is your name?
",Are you with her now? Is she conscious?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: she's crying and is struggling to breathe
Dispatcher:",[],,4,EmergencyMessage
Text is fine. we will be waiting in the lobby. Thank you for all of your help!,"You're welcome. I'll let the officer know that you're waiting.
",We will let you know when the officer has arrived for you to step out to [ORG]. Thank you,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Me and my roommate
Dispatcher: Do you have a phone number for us to call when the officer arrives? Or would you prefer to receive this text message? 
 User: Text is fine. we will be waiting in the lobby. Thank you for all of your help!
Dispatcher:","[['Me and my roommate', 'Do you have a phone number for us to call when the officer arrives? Or would you prefer to receive this text message?']]",,8,EmergencyMessage
I don't want to leave her because I'm unsure of what's going to happen once I leave her. there's no one in her room and no ra in her hall that is answering any door not phone call,"Ok, I understand that you're worried about leaving her.
",are you still there,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I don't want to leave her because I'm unsure of what's going to happen once I leave her. there's no one in her room and no ra in her hall that is answering any door not phone call
Dispatcher:",[],,1,EmergencyMessage
No I couldn't speak to them,"I understand.
",Please give us a call as soon as your done.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: No I couldn't speak to them
Dispatcher:",[],,7,EmergencyMessage
whats up paaaa.,"hey, how are you?
",Thanks for helping make our University Community Safer!,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: whats up paaaa.
Dispatcher:",[],,3,EmergencyMessage
it was on the road in between [ORG] food court and [ORG] #. but they are not there anymore,"Can you tell me the make of the vehicle? 
","Thank you for the information, we will have an officer in the area.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: They just pulled off.
Dispatcher: Can you tell me what color the vehicle is? 
 User: it was black
Dispatcher: Is it in front of [ORG]? 
 User: it was on the road in between [ORG] food court and [ORG] #. but they are not there anymore
Dispatcher:","[['They just pulled off.', 'Can you tell me what color the vehicle is?'], ['it was black', 'Is it in front of [ORG]?']]",,5,EmergencyMessage
okay I will tell her!,"[PERSON] is a student here, correct? 
",Thank you.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: the driver of the orange car was following a girl from class when he took that picture ## minutes ago
Dispatcher: We've noted the license plate number and notified [ORG]. A police officer is on the way to campus to meet with one of our security officers and locate the driver. Please keep us updated if you or your friends see the vehicle again. 
 User: [PERSON] said she could meet with you at #:##, or would you rather someone come now?
Dispatcher: #:##pm will be fine. Have her come to [ORG] in [FAC]. 
 User: okay I will tell her!
Dispatcher:","[['the driver of the orange car was following a girl from class when he took that picture ## minutes ago', ""We've noted the license plate number and notified [ORG]. A police officer is on the way to campus to meet with one of our security officers and locate the driver. Please keep us updated if you or your friends see the vehicle again.""], ['[PERSON] said she could meet with you at #:##, or would you rather someone come now?', '#:##pm will be fine. Have her come to [ORG] in [FAC].']]",,7,EmergencyMessage
im safe,"Hi, I'm dispatcher.
",I receive your message.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: im safe
Dispatcher:",[],,5,EmergencyMessage
they most likely left already,"Hello, I am dispatcher. How can I help you?
","ok thank you, officers are still going to check the area.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: they most likely left already
Dispatcher:",[],,15,EmergencyMessage
xxI'm the zxx zxx tx,"Thank you for submitting a Tip to [ORG]. Have fun 
",Thank you for submitting a Tip to [ORG].,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: [[ACRONYM]] zrxztx
Dispatcher: Thank you for submitting a Tip to [ORG]. have fun 
 User: xxI'm the zxx zxx tx
Dispatcher:","[['[[ACRONYM]] zrxztx', 'Thank you for submitting a Tip to [ORG]. have fun']]",,5,EmergencyMessage
"oh yeah i know that, i'm talking about room number","Oh, ok
",You can park on the gravel rocks or ##rd streeet,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: i'm new to this campus so i'm not sure we're public safety is located. can you help me with that?
Dispatcher: Ok [PERSON] has it 
 User: thank you, i'll ask for her when i get there
Dispatcher: The address is #### nw #th av 
 User: oh yeah i know that, i'm talking about room number
Dispatcher:","[[""i'm new to this campus so i'm not sure we're public safety is located. can you help me with that?"", 'Ok [PERSON] has it'], [""thank you, i'll ask for her when i get there"", 'The address is #### nw #th av']]",,29,EmergencyMessage
QuiÃƒÂ©n me atiende?,"Buenas tardes.
",Â¿Que necesitas?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: QuiÃƒÂ©n me atiende?
Dispatcher:",[],,4,EmergencyMessage
yo le quiero decir maurooo,"no, no mauro 
",a ok,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Jorge
Dispatcher: No, somos Horacio y Enrique 
 User: [ORG] holaaaa
Dispatcher: no aurora 
 User: maurooooo
Dispatcher: no mauro no, dije aurora 
 User: yo le quiero decir maurooo
Dispatcher:","[['Jorge', 'No, somos Horacio y Enrique'], ['[ORG] holaaaa', 'no aurora'], ['maurooooo', 'no mauro no, dije aurora']]",,13,EmergencyMessage
thanks so much,"We'll be there in a few minutes. 
",You're welcome.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: taken care of. thanks
Dispatcher: Hello, we have units responding to the location right now. 
 User: thanks so much
Dispatcher:","[['taken care of. thanks', 'Hello, we have units responding to the location right now.']]",,3,EmergencyMessage
I'm sorry this is a test,"Hi, how can I help you?
",Thank you!,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I'm sorry this is a test
Dispatcher:",[],,5,EmergencyMessage
im in my room but my door is locked,"Hello, this is the police. How can I help you?
","yes they are knocking, are you safe to answer?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: im in my room but my door is locked
Dispatcher:",[],,14,EmergencyMessage
quiero una dona gratis,"Hola, ¿qué necesitas?
",[PERSON] Gratis!!,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: quiero una dona gratis
Dispatcher:",[],,1,EmergencyMessage
the text is kinda freaking me out,"I understand, you're in a very difficult situation.
","[ACRONYM], where can we meet with you?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: the text is kinda freaking me out
Dispatcher:",[],,14,EmergencyMessage
como a las #:##,"hello, how can I help you?
",Â¿ Pero a usted se le extraviaron?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: como a las #:##
Dispatcher:",[],,7,EmergencyMessage
thank you,"no problem
","You will need to call housing at ###-####. Security is not on during the day, housing provides key services during the day. They should be open in the next few minutes if they are not already.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: thank you
Dispatcher:",[],,1,EmergencyMessage
###-###-####,"911
",Ok you are doing a good job. Can you please provide a phone number for him,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: ###-###-####
Dispatcher:",[],,15,EmergencyMessage
i will show them all the texts,"ok, how can i help you?
","Thank you, we will provide [ACRONYM] with your contact information but please make sure that any follow up is with them","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: i will show them all the texts
Dispatcher:",[],,35,EmergencyMessage
He picked me up! Heading to [GPE] now. Thank you guys so much!,"No problem! We're here to help.
",You are welcome. Have a good night.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Grabbing luggage now, I'm here
Dispatcher: Ok. He should be right there. Hes wearing a grey [ORG] shirt. 
 User: He picked me up! Heading to [GPE] now. Thank you guys so much!
Dispatcher:","[[""Grabbing luggage now, I'm here"", 'Ok. He should be right there. Hes wearing a grey [ORG] shirt.']]",,11,EmergencyMessage
thank you. -Jennifer Tesch Student Center Operations,"Thank you for calling the police department.
",Will contact grounds .Thank you for letting us know.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: thank you. -Jennifer Tesch Student Center Operations
Dispatcher:",[],,1,EmergencyMessage
"I wouldn't exactly call this an emergency, but I wanted to report this live.","Okay, what is it that you're reporting?
",where are you now,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I wouldn't exactly call this an emergency, but I wanted to report this live.
Dispatcher:",[],,1,EmergencyMessage
##########,"##########
",and did this happen at your dorm?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: ##########
Dispatcher:",[],,30,EmergencyMessage
I am at the district in apartment [ACRONYM],"Hello, this is the [ACRONYM] Police Department. How can I help you?
","Okay, Courtney. We're on the way.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I am at the district in apartment [ACRONYM]
Dispatcher:",[],,1,EmergencyMessage
Thank you,"you're welcome
",[ORG] has been called,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: We're in [GPE] House on the odu campus. Room ####
Dispatcher: we will send an officer and prs 
 User: Thank you
Dispatcher:","[[""We're in [GPE] House on the odu campus. Room ####"", 'we will send an officer and prs']]",,5,EmergencyMessage
It's fine.,"Is there a problem?
",Would you like to be notifed when the [ORG] has completed a patrol of the area?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: It's fine.
Dispatcher:",[],,4,EmergencyMessage
Can I ask what the reasoning is,"yes, the reasoning is to ensure that the parking spaces are available for all citizens and that there is no illegal parking 
",If you would like to come in to talk to our directors about the reasoning. They are here during office hours which are #am-#pm,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: But there's only those two rows
Dispatcher: there is reasoning behind our parking regulations and if not followed then you will get a ticket 
 User: Can I ask what the reasoning is
Dispatcher:","[[""But there's only those two rows"", 'there is reasoning behind our parking regulations and if not followed then you will get a ticket']]",,8,EmergencyMessage
Yes. Safe. Test.,"Hi, this is dispatcher. How can I help you?
",Who's harassing you and are you safe,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Yes. Safe. Test.
Dispatcher:",[],,1,EmergencyMessage
my phone number is ########## if it is easier to call and assess the situation,"Hello, my name is __________ and I am the dispatcher for the __________ Police Department.
","Thanks for using live safe, are you able to contact [ORG] pd at ###-#### so we can obtain additional information needed to have security respond.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: my phone number is ########## if it is easier to call and assess the situation
Dispatcher:",[],,1,EmergencyMessage
He keeps looking at bag and swinging it,"What's in the bag?
","[ACR[ACRONYM]YM], [ACR[ACRONYM]YM] [ACR[ACRONYM]YM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM]RE [ACRONYM]","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He keeps looking at bag and swinging it
Dispatcher:",[],,8,EmergencyMessage
No we left immideatly,"ok, we'll check the area and see if we can find him
",[ORG] [ACRONYM] [ACRONYM] [ACRONYM]--[ACRONYM] U [ACRONYM] [ACRONYM]?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: No the small one
Dispatcher: do you still see him? officers are on the way 
 User: No we left immideatly
Dispatcher:","[['No the small one', 'do you still see him? officers are on the way']]",,7,EmergencyMessage
"Yeah, she know about it. So you can waiting outside of anorld hall?","Yeah, you can see the building from the street.
",wait at the door on the inside,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Her Id is #########
Dispatcher: is it ok if i message you to let her know the ride is outside? 
 User: Yeah, she know about it. So you can waiting outside of anorld hall?
Dispatcher:","[['Her Id is #########', 'is it ok if i message you to let her know the ride is outside?']]",,5,EmergencyMessage
No problem. Just wanted to pass it along if needed.,"Thank you for your concern.
",Thank you I have advised Officers,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I'm not sure if you're looking for someone but they appeared to be hiding from the police or the sirens.
Dispatcher: Thank you but the sirens are for an ambulance I will advise the officer of your information. 
 User: No problem. Just wanted to pass it along if needed.
Dispatcher:","[[""I'm not sure if you're looking for someone but they appeared to be hiding from the police or the sirens."", 'Thank you but the sirens are for an ambulance I will advise the officer of your information.']]",,3,EmergencyMessage
"Tengo clase en el auditorio #, estuve con la asistente de mi directores de carrera en el segundo piso y en el será de servicio social entre las horas de #-#","Buenas tardes, ¿qué puedo hacer por usted?
","[PERSON], me informan que no se encuentra cartera con las características que nos mencionas, puede acudir al área de Objetos Extraviados que se encuentra en el Edificio #, segundo nivel, aula #### con un horario de Lunes a Viernes de ##:## a ##:## h y ##:## a ##:## h y sábados de ##:## a ##:## h o llamar el número ######## y revisar si alguien la entrego ahí.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Tengo clase en el auditorio #, estuve con la asistente de mi directores de carrera en el segundo piso y en el será de servicio social entre las horas de #-#
Dispatcher:",[],,1,EmergencyMessage
###,"okay, just a moment while I look it up
",[ACRONYM].. is Shanice there with you now ?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Okay sounds good
Dispatcher: what room are you located in? 
 User: ###
Dispatcher:","[['Okay sounds good', 'what room are you located in ?']]",,7,EmergencyMessage
All spread out within # mins,"All spread out within # mins
",Officers in the area advised that they are fireworks. They will continue to patrol the area.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: All spread out within # mins
Dispatcher:",[],,3,EmergencyMessage
it's not guaranteed but we assume,"it's not guaranteed but we assume
",Ok. Please be safe. Walk to you car in a group. If you see anything - return to [ORG] and call ###.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: it's not guaranteed but we assume
Dispatcher:",[],,16,EmergencyMessage
I'm in the lobby,"Hello, may I help you?
",ok,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I'm in the lobby
Dispatcher:",[],,7,EmergencyMessage
I caught someone back here thanks,"You're welcome.
",thanks you are welcome,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Can I please get a cart to [PERSON]? I have a big box I'm trying to get to the cafe by #:##? Im with dragon academy
Dispatcher: call back at that time on the security phone to remind us if we can we will 
 User: I caught someone back here thanks
Dispatcher:","[[""Can I please get a cart to [PERSON] ? I have a big box I'm trying to get to the cafe by #:##? Im with dragon academy"", 'call back at that time on the security phone to remind us if we can we will']]",,19,EmergencyMessage
In front of the security office,"I'm sorry but I can't give you a ride right now. I can call you a cab though.
","Ok, someone will be with you shortly.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Can you give me a ride to the weight room please by the water tower? I'm in the cafeteria right here by the security office please!!
Dispatcher: Only one cart is active right now and she is busy at the moment 
 User: Can I get a ride to [GPE]
Dispatcher: Where are you located 
 User: In front of the security office
Dispatcher:","[[""Can you give me a ride to the weight room please by the water tower? I'm in the cafeteria right here by the security office please!!"", 'Only one cart is active right now and she is busy at the moment'], ['Can I get a ride to [GPE]', 'Where are you located']]",,29,EmergencyMessage
It is in allouez street,"Hello, this is the dispatcher.
",Can you use navagation to get back to ### Grant Street in De Pere.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: It is in allouez street
Dispatcher:",[],,5,EmergencyMessage
Hello?,"Hello, this is the police department. How can I help you?
","Sorry, we had a call that we had to be at. Did you figure it out?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Hello?
Dispatcher:",[],,16,EmergencyMessage
They have exceeded the limit of people,"I understand, sir. I will help you.
",Officer on the way,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: They have exceeded the limit of people
Dispatcher:",[],,3,EmergencyMessage
Please come remove them. They are making me uncomfortable,"Hi, I'm the dispatcher. What is your name?
",thanks who is fighting,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Please come remove them. They are making me uncomfortable
Dispatcher:",[],,15,EmergencyMessage
Behind ### Courtney Street,"911
",thank you very much. I have contacted [GPE] police and they are dispatching officers to that location.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Behind ### Courtney Street
Dispatcher:",[],,5,EmergencyMessage
I think it's coming from ###.,"I'm sorry, I didn't catch that. 
",what room?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: In the hallway outside of a room.
Dispatcher: In a hallway or coming from a room? 
 User: I think it's coming from ###.
Dispatcher:","[['In the hallway outside of a room.', 'In a hallway or coming from a room?']]",,3,EmergencyMessage
thank you!,"You're welcome.
",I have a Officer there.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: thank you!
Dispatcher:",[],,1,EmergencyMessage
Fortunately my delinquent childhood provided me the skills to break into my own car. But my office is locked up tight. Thanks again,"You're welcome!
",[ACRONYM]! Good to know! Have a good rest of the evening!,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I can also walk to the station if that's helpful.
Dispatcher: Investigator [PERSON] is on his way! 
 User: Again sorry and thank you
Dispatcher: No worries! Now if it had been your car that would have been a different story! We no longer unlock vehicles. 
 User: Fortunately my delinquent childhood provided me the skills to break into my own car. But my office is locked up tight. Thanks again
Dispatcher:","[[""I can also walk to the station if that's helpful."", 'Investigator [PERSON] is on his way!'], ['Again sorry and thank you', 'No worries! Now if it had been your car that would have been a different story! We no longer unlock vehicles.']]",,7,EmergencyMessage
I'm scared. I don't want to continue this. I felt like I made the wrong decision to message on this app.,[ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [,[ACR[ACRONYM]YM] [ACR[ACRONYM]YM] [ACR[ACRONYM]YM] [ACR[ACRONYM]YM] [ACR[ACRONYM]YM] [ACR[ACRONYM]YM] DECISI[ACRONYM]. [ACR[ACRONYM]YM] [ACR[ACRONYM]YM] [ACR[ACRONYM]YM] [ACR[ACRONYM]YM] [ACR[ACRONYM]YM] [ACR[ACRONYM]YM] [ACR[ACRONYM]YM] SCARED. [ACR[ACRONYM]YM] [ACR[ACRONYM]YM] [ACR[ACRONYM]YM] [ACR[ACRONYM]YM] [ACR[ACRONYM]YM] [ACR[ACRONYM]YM] EVERY[ACR[ACRONYM]YM] [ACR[ACRONYM]YM] A [ACR[ACRONYM]YM] [ACR[ACRONYM]YM] [ACR[ACRONYM]YM] EXPERIENCE [ACR[ACRONYM]YM] [ACRONYM] CAMPUS.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I just wanted tips that can help me through this situation.
Dispatcher: [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] ASSIST [ACRONYM] [ACRONYM] [ACRONYM] SITUATION. [ACRONYM] [ACRONYM] [ACRONYM] RESOUR[CLIENT] AVAIL[ACRONYM] [ACRONYM] STUDENTS, [ORG], [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] OFFICER C[ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM]. 
 User: I'm scared. I don't want to continue this. I felt like I made the wrong decision to message on this app.
Dispatcher:","[['I just wanted tips that can help me through this situation.', '[ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] ASSIST [ACRONYM] [ACRONYM] [ACRONYM] SITUATION. [ACRONYM] [ACRONYM] [ACRONYM] RESOUR[CLIENT] AVAIL[ACRONYM] [ACRONYM] STUDENTS, [ORG], [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] OFFICER C[ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM].']]",,6,EmergencyMessage
